parentid,childid,body,category
51,1,米経済の減速や原油価格の上昇、米ドルの下落により、輸出に依存するアジア地域の経済が打撃を受ける可能性が懸念されている,00000000001
51,11,米連邦準備理事会（FRB）が米経済のリセッション（景気後退）入りを防ぐために追加利下げを行う余地がかなり限られる可能性があることから、原油価格の上昇も大きな重しとなっている」と指摘した,00000000001
83,1,経済指標が予想以上に大幅な経済減速を示し、原油価格が一時1バレル＝100ドル台に乗せるなか、投資家は10日のバーナンキ議長の講演から同議長の金利に対する見方を探ることになる,00000000001
95,1,12月の米雇用統計が弱い内容だったことに加え、米経済が今年リセッションに陥れば、原油への需要に影響が出るとの懸念が背景,00000000001
99,4,一方、前週1バレル＝100ドルをつけた原油は、需要が冷え込むとの見方から下落した,00000000001
105,4,原油価格が現在高いため、注意深く見守っている」と述べた,00000000001
171,4,その中で、非鉄金属の一角や原油や資源絡みの銘柄、またディフェンシブ銘柄が物色の対象になりそうだという,00000000001
171,12,日本株はテクニカル的には十分、自律反発の水準にあるものの、米国の実体経済や原油価格など外部環境の悪化が重しとなっている,00100000001
177,0,8日の米商品市場では、金と大豆が最高値を更新したほか、原油も上昇した,00000000001
186,1,自動車燃料など石油製品価格上昇の背景には、世界的な需要増加ペースに原油の生産が追いつかず、需給が逼迫していることがあり、消費者にとっては近く価格上昇に歯止めがかかることは期待できないという,00000000001
190,5,原油価格は、ナイジェリアの情勢悪化やタイトな米原油在庫をめぐる懸念を背景にオーバーナイトで上昇したが、アジア時間の取引でも続伸,00000000001
208,0,米エネルギー省エネルギー情報局（EIA）が9日発表した週間石油在庫統計（1月4日までの週）によると、原油在庫が輸入減に伴って大幅に減少し、2004年10月以来の低水準となった,00000000001
208,1,原油在庫は680万バレル減の2億8280万バレルとなった,00000000001
208,3,キャメロンハノーバーのビューテル社長は「原油在庫が急減したのは、輸入の減少や製油所稼働率の上昇が主因だ」と指摘した,00000000001
217,0,石油輸出国機構（OPEC）のヘリル議長（アルジェリアエネルギー鉱業相）は、世界経済の成長ペースが鈍化すれば原油の需要と価格に影響が出るとして、米国経済の危機的状況が拡大するか見守りたいとの考えを示した,00000000001
217,4,世界経済の成長ペースが鈍化すれば、原油の需要が減少し、価格にも影響が出るだろう」と述べた,00000000001
247,20,吉高執行役員は原油や素材価格上昇の影響にも言及し「合成繊維に響く,00000000001
247,21,値上げも含めて総合的に考えるが、原油は投機的な面もあって上昇一辺倒とは考えにくいので、今の時点で値上げを検討するのは早すぎる」と語った,00000000001
331,1,ただ、米サブプライムローン（信用度が低い借り手向け住宅ローン）問題に端を発した金融市場の混乱から「米国経済の下振れリスクなど、世界経済についての不確実性が高まっている」との懸念も示し、「国際金融資本市場や世界経済の動き、さらには、原油価格の高騰など原材料価格の上昇の影響などについては、引き続き注視していく必要がある」と強調した,00000000001
331,3,＜原油価格は高止まりの可能性＞福井総裁は原油価格見通しについて「原油価格の高騰の根本要因には、世界的な需要の強さがある」と説明,00000000001
331,4,「世界経済全体が、特にエマージング諸国の高成長がけん引力となって地域的な広がりを持った成長を続けるのであれば、需要の強さは基本的に残るので、原油価格は高止まりする可能性は少なくない」との認識を示した,00000000001
331,7,「先行き物価が上昇していくという予想が少しずつ増えてきているが、原油価格をはじめとする原材料価格の高騰は企業収益の悪化という一面を持っており、これを通じた場合には経済活動に対する下押し要因になる」と懸念を示した,00000000001
345,11,原油が大きく寄与した,00000000001
356,7,原油価格が横ばいになれば、いずれその効果ははげ落ちる,00000000001
379,2,ただ、14日に当地で行われたアブドラサウジアラビア国王との会談で原油価格についての言及があったかどうかは不明だとした,00000000001
379,3,同高官は、ブッシュ大統領が原油高に対する米国の懸念について言及したのかとの質問に「原油に関する協議があった,00000000001
383,1,ただ、原油価格をはじめとする国際商品市況の高騰や米国経済の下振れリスクなど、世界経済についての不確実性があるとも指摘した,00000000001
384,2,ただ「原油価格をはじめとする国際商品市況の高騰や米国経済の下振れリスクなど、世界経済についての不確実性がある」とも指摘,00000000001
402,0,ブッシュ米大統領は15日、石油輸出国機構（OPEC）が生産に関する政策を議論する際に、原油価格の高騰が米国の需要を冷やす恐れがあることを念頭に置くべきだ、と指摘した,00000000001
402,2,同大統領は「世界最大の消費国の経済が低迷すれば、原油やガスの購入量が減ることをOPECに理解してもらいたい」と述べた,00000000001
402,3,また、この日行われるサウジ国王との会談では「非常に高い」水準にある原油価格について議論する、と明らかにした,00000000001
409,10,原油不足や原油価格の高騰は続くということも考えてほしい」と訴え、年内成立に向けてできる限り説明していきたいと語った,00000000001
426,8,また、原油価格の上昇に伴って原粗油の輸入単価が増加し、輸入額を押し上げたことも影響した,00000000001
457,2,＜市場は不安定さ増している段階、日銀は経済安定に資する対応を＞額賀財務相は米サブプライム問題を背景に世界的に金融市場が混乱していることについて「米国の実体経済にどう影響していくかについてリスクがきちっと確認されておらず、不安定さが増している段階」との認識を示し、原油価格の高騰に伴う企業収益圧迫などを含めて「世界経済への影響を注意深く見守らなければいけない」と語った,00000000001
466,2,原油在庫は430万バレル増の2億8710万バレル,00000000001
470,4,また、ユーロ圏は、原油や食品価格の一時的な上昇を受けて賃金および価格設定のスパイラルが生じることを避ける必要がある、との考えを示した,00000000001
470,6,総裁は「特に原油、商品、食品価格の上昇や間接税の影響で、インフレは上昇している」とした上で、これらを受けて他の物価や賃金が上昇すれば、中期的にはインフレ上昇や競争力購買力の低下を招くだろう、と語った,10000000001
543,2,米国の原油在庫増加や北米における暖冬も、原油価格を押し下げる要因となっている,00000000001
548,2,一方で「サブプライムローン（信用度の低い借り手向け住宅ローン）問題を背景とする米国経済の下振れリスクや金融資本市場の変動、原油価格の動向が内外経済に与える影響等に留意する必要」として、新たに、米経済下振れリスクを明記した,00000000001
548,13,一方、サブプライムローン問題を背景とする米経済の下振れリスクや金融市場資本の変動、原油価格の動向が内外経済に与える影響等には留意する必要がある」とした,00000000001
550,4,原油価格も含めこれらの動向を十分に注意していきたい」と語った,00000000001
587,4,先行きについては、「緩やかな回復が続くと見込まれる」とする一方で、「サブプライム住宅ローン問題を背景とする金融資本市場の変動や、原油価格の動向が内外経済に与える影響などには留意する必要がある」と指摘した,00000000001
591,2,ブッシュ大統領は18日、住宅市場の落ち込みや信用収縮、原油価格の高騰に打撃を受けた米経済をてこ入れするため、個人向けの減税などを盛り込んだ国内総生産（GDP）の約1％に相当する約1400億ドル規模の景気支援策の骨格を示した,10000000001
630,3,景気後退による需要減退懸念で亜鉛や銅といった工業用金属や原油も下落している,00000000001
644,3,亜鉛や銅といった工業用金属や原油も下落し、質への逃避で政府債に資金がシフトしている,00000000001
645,8,株式市場だけでなく金や原油などの価格も下落している,00100000001
658,13,収支状況の今後について清水副社長は「原油価格は予断を許さない,00000000001
724,5,一部のアナリストによると、ファンドや投機筋は株式市場での損失や追証の発生で原油など商品のポジションを手仕舞っている可能性がある,00100000001
734,0,米エネルギー省のボドマン長官は23日、原油価格が米経済活動の水準に影響し始めているとしたうえで、米経済が景気後退入りしたと判断するのは時期尚早との見方を示した,00000000001
739,2,原油価格の高騰により原粗油などの輸入額が前年比で大きく伸びたことなどが影響した,00000000001
857,12,一方、原油価格が再び上昇しているため、資源関連銘柄も買われるとの見方となっている,00000000001
912,10,原油価格の高騰に伴う石油製品の価格上昇で、販売額が増加した,00000000001
951,12,また、原油価格が引き続き上昇傾向であることから、石油関連銘柄が物色されそうだという,00000000001
995,2,原油や食品価格の上昇、特に米国をはじめとする外部環境の悪化、そして金融市場の混乱がその理由だ」と述べた,00000000001
1006,2,原油在庫は360万バレル増の2億9300万バレル,00000000001
1031,0,石油消費国が原油価格を引き下げるため石油輸出国機構(OPEC）に対して増産を求めているにもかかわらず、OPECが1日に開く総会で増産を決める可能性はほとんどないとみられている,00000000001
1031,4,しかし、OPEC諸国は原油価格の維持に大きな関心を示しており、各国の代表とも今回の総会では産油枠が据え置かれると予想している,00000000001
1051,3,価格形成については多少のばらつきはあるものの、原油をはじめとする資源のほか、農産品などの商品市況が大幅に上昇しており、これがそのまま製造業のコストを圧迫する要因になっている,00000000001
1051,5,とりわけ原油価格については、1月に標準油種であるWTI原油先物が1バレル＝100ドル乗せとなるなど昨年は一本調子で急騰,00000000001
1051,7,新日本石油は31日、通期見通しについて上方修正したが、在庫影響（原油価格の上昇により、総平均法によるたな卸資産の評価が売上原価を押し下げる影響）を除いた営業経常利益は、製品マージンの悪化から実質下方修正となった,00000000001
1074,4,さらに、原油価格の高騰や米サブプライムローン（信用度が低い借り手向け住宅ローン）問題に端を発する金融資本市場の動揺から米経済が減速していることにも触れ「景気の下振れリスクが高まった」との認識を示した,00000000001
1082,0,サウジアラビアのヌアイミ石油鉱物資源相は、1日付のアルハヤト紙に掲載されたインタビューで、原油の需給はバランスが取れており、市場は健全であると述べた,00000000001
1098,5,ベネズエラとイランなどタカ派メンバーは、3月の会合で減産を検討する必要があるとの考えを示しているが、代表筋によると、サウジは西側諸国のリセッションを避けるために原油価格の下落が好ましいと考えているという,00000000001
1189,1,原油価格が上昇し、生産も若干増加したが、ガソリンスタンドの売却に関連した費用や精製マージンの低下、コスト上昇で帳消しとなった,00000000001
1190,11,米国でのサブプライムローン（信用度の低い借り手向け住宅融資）問題、建築着工の遅れ、原油価格の上昇などが圧迫要因だ,00000000001
1273,10,この先のリスクとしては、1）米国経済の減速がどの程度まで進むのか、2）原油価格の高騰がどこまで続くのか、3）住宅投資の落ち込みがどこから回復していくのか──の3点を指摘した,00000000001
1276,0,岩田一政日銀副総裁は7日、高知県金融経済懇談会であいさつし、米国景気の後退リスクが高まり、世界経済の成長率が減速する中で日本の輸出が急減速したり、原油価格の大幅な上昇があれば、日本経済の潜在成長率への復帰が遅れる可能性があると指摘した,00000000001
1276,4,＜世界的な株価下落、市場ではデッカプリングあてはまらず＞岩田副総裁は、経済の先行きリスク要因として、「金融市場の脆弱性を背景としてアメリカの景気後退リスクが高まり、世界経済の成長率が減速するなかで日本の輸出が急速に減速したり、原油価格がさらに大幅に上昇する場合には、（日本の）潜在成長率への復帰が遅れる可能性があることには留意する必要がある」と述べた,00000000001
1279,6,また、原油価格や食料品価格、原材料価格の上昇について「ダウンサイドリスク、アップサイドリスクの両面の性格をもった複雑なリスクである」とし、これらを評価し金融政策に反映させていく必要があるとした,00000000001
1330,19,企業関連では「資材だけでなく生活必需品の値上げもあるため、客は高額な住宅のリフォームを見合わせるようになっている」（東北、建設業）、「配送コスト節減のため、仕入先の納品などが減少したり、一定の金額以下では配送をしなくなっている」（南関東、食料品製造業）、雇用関連では「原油価格の高騰により、今後雇用調整を検討せざるを得ないという企業が出始めており、特にドライバーの求職者が増えている」（南関東、職業安定所）などの指摘があった,00000000001
1365,7,下方リスクには、米国住宅市場の更なる悪化、金融市場の混乱の長期化による貸出しの厳格化、原油や1次産品の価格高騰、いくつかの国におけるインフレ期待の高進などを含む,00000000001
1381,1,大統領はまた、米国の攻撃的な態度が原油価格を1バレル＝200ドルまで押し上げる可能性がある、と述べた,00000000001
1412,4,ただ、原油価格はこのところ値上がりしており、EIAは、今後も原油高が続き、消費者に転嫁されれば、ガソリンの値下がりは長続きしない可能性があると指摘している,00001000001
1494,1,原油在庫は110万バレル増の3億0110万バレルと前年比6.6％減となった,00000000001
1499,1,議長は記者団に対して「OPECがどのような決定をするかは言えないが、全ての要素を考慮する」と述べ「要素とは、非常に高水準の米（原油）在庫」や「起こり得る米景気後退の米国や他国の需要に対する影響」と語った,00000000001
1514,12,原油価格の高騰や住宅投資の落ち込みで、中小企業の収益が圧迫され、企業マインドも低下していることには十分注意が必要、と繰り返した,00000000001
1535,6,原油、食品価格の高騰およびドル安の結果、インフレが上昇したとし、インフレリスクを注視する必要があると指摘,10000000001
1557,0,グリーンスパン前米連邦準備理事会（FRB）議長は14日、エネルギー関連の会合で講演し、原油価格の高騰は米経済に打撃を与えているとの認識を示した,00000000001
1557,2,グリーンスパン氏は「（原油価格は）重荷になっている」と述べるとともに、原油価格が過去最高水準となる中で米経済がなんとかうまく対処していることは「極めて驚くべき」ことだと述べた,00000000001
1562,2,原油価格の上昇は米経済の重荷となっているが、一段の深刻な打撃は与えておらず、米経済の抵抗力を示していると指摘,00000000001
1562,3,「（原油価格は）重荷になっている」とした上で、原油価格が過去最高水準となるなか米経済がなんとかうまく対処していることは「極めて驚くべき」ことだと付け加えた,00000000001
1668,4,調査品目は、原油や穀物類の値上がりを反映しやすいガソリン、灯油、スパゲッティ、即席めんなど17品目が選ばれた,00001000001
1678,1,一時は上昇していたものの、原油価格が再び100ドル台に上昇したことを受けて、インフレが高まり、個人消費や企業利益が圧迫される可能性があるとの懸念が高まった,10000010001
1680,1,原油価格の上昇や、ベネズエラ、ナイジェリアからの供給不安定が背景にあるという,00000000001
1681,2,原油や商品価格が足元で上昇していることから、石油関連や商社など資源にかかわりがある銘柄に注目が集まりそうだ,00000000001
1681,4,新光証券シニアテクニカルアナリスト三浦豊氏は、原油価格などの上昇で景気の先行きに対する懸念が市場に台頭する可能性を指摘する,00000000001
1686,2,19日のニューヨーク商業取引所（NIMEX）で原油価格が100ドルを越えたことを受けて、関連業種とみられる石油や商社の一角が買われている,00000000001
1692,2,原油価格の上昇がCPIにどの程度表れるか見極めたいという,00000000001
1698,5,原油が100ドル台に乗せるなど資源価格の高騰が続いているが、これも企業のコストアップという側面とは別に、世界の需要が落ちないとの見方が背景になっている点も見逃せない,00000000001
1708,0,原油からプラチナなどの貴金属、大豆などの農産物に至るまで幅広い範囲で商品価格が上昇している,00000000001
1708,4,これまで原油価格は米景気懸念で押し戻されていたが、石油輸出国機構（OPEC）が3月5日の総会で据え置き、あるいは減産を決定する可能性すら出てきたことで上昇に転じている,00000000001
1708,5,商品市況の高騰は原油だけにとどまらない,00000000001
1708,7,原油価格の100ドル乗せについて市場では「引き続き余剰資金の流入が続く一方、ファンダメンタルズ面では北米のリセッション懸念が後退したことが大きい,00000000001
1708,13,同社株は、原油に先高観が出てきたことを背景に、20日の市場で相場全体が崩れる中でも底堅く推移している,00000000001
1710,0,政府は20日、原油価格の高騰や建築着工件数を落ち込みなどの影響を受けている中小企業に対する年度末に向けた資金繰り支援策などを決定した,00000000001
1716,0,イラクのシャハリスタニ石油相は20日ロイターに対し、「石油輸出国機構（OPEC）は原油価格の変動を分析し、市場安定化を助けるために、生産水準の見直しを含めあらゆる措置をとる用意がある」と語った,00000000001
1716,2,原油価格は前日、100ドル台の過去最高値をつけた,00000000001
1723,0,20日の米商品市場は原油が投機資金の流入で一時1バレル＝101ドル台に上昇、過去最高値を更新する一方、金も急伸した,00000000001
1723,3,原油など19商品の先物相場で構成されるロイター／ジェフリーズCRB指数は4営業日連続で最高値を更新した,00000000001
1728,4,一方、原油価格の高騰が輸入額を押し上げ、赤字につながった,00000000001
1739,3,金融緩和による余剰資金の受け皿として原油や貴金属などの商品市場が意識され、21日も値上がりが続いた,00001000001
1741,5,原油価格の高騰により輸入額が膨らんだほか、米経済の減速で米国向け輸出が減少したことなどが主な理由,00000000001
1750,0,カタールのアティーヤエネルギー産業相は21日、原油価格が100ドル台の過去最高値をつけたことで、石油輸出国機構（OPEC）がただちに供給量を変更することはないとの見方を示した,00000000001
1750,1,同相はロイターとの電話インタビューで「われわれは原油価格が100ドル台に乗せたことだけに反応するわけではない,00000000001
1750,3,今週、原油価格が上昇していることについては、投機目的や国際的な政治的緊張によるものであって、基調的な需給問題が原因ではないと指摘,00000000001
1752,2,米原油先物は、前日に1バレル＝101ドルの最高値をつけたが、原油在庫が予想以上に増加したことを受けて急落した,00000000001
1753,0,米エネルギー省エネルギー情報局（EIA）が21日発表した週間石油在庫統計（2月15日までの週）によると、原油在庫が6週連続で増加した,00000000001
1753,2,原油在庫は420万バレル増の3億0530万バレルとなった,00000000001
1822,1,住宅市場が低迷し、銀行が貸し出しに慎重になる一方で、原油価格が一時1バレル100ドルを突破し、インフレ懸念が高まる中、バーナンキ議長の発言が注目されている,00000000001
1835,3,カタールはすでにクレディスイスCSGN.VX株の2％未満を取得したが、ハマド首相は、原油や天然ガスに依存しているカタール経済を多角化するため、今後2年間に100億―150億ドルを銀行株に投資することを検討していると述べた,00100000001
1844,1,同専務理事は、08年の世界の原油価格について「若干下落」するとの見方を示した,00000000001
1853,10,◎アクションエコノミクス（予想値：総合変わらず、コア＋0.3％）1月は世界経済成長への懸念で原油価格が下落したため、エネルギー価格は1.5％上昇近くに鈍化すると予想される,00000000001
1885,0,26日の米商品市場は、インフレ懸念を背景に投機資金が流入し、原油が1バレル＝100ドルを上回って引けたほか、銅と金は前日の下げから反発した,00000000001
1885,1,原油など19商品の先物相場で構成されるロイター／ジェフリーズCRB指数は8営業日連続で過去最高値を更新した,00000000001
1927,3,原油など19商品の先物相場で構成されるロイター／ジェフリーズCRB指数は、きょうで9営業日連続で過去最高水準をつけている,00000000001
1971,8,原油など19商品の先物相場で構成されるロイター／ジェフリーズCRB指数は413を上回り、10営業日連続で過去最高水準をつけた,00000000001
1973,8,原油価格は過去最高を更新しており、スタグフレーションへの懸念も浮上している,00000000001
1985,4,来週はウィーンで石油輸出国機構（OPEC）総会が開かれるが、加盟国側は、世界の原油在庫は十分で、増産が決まる可能性は低いと指摘している,00000000001
1985,6,エクアドルでは、国営石油会社ペトロエクアドルが、アマゾン地域で掘削した原油の大半を太平洋側の港に輸送するパイプラインが、地すべりのため停止した,00000000001
1987,1,原油価格が1バレル＝103ドル台に上昇し最高値を更新したことが背景,00000000001
1998,3,原油価格が1バレル103ドルを上回る水準まで上昇したことを受け、投資家や投機筋の買いが再び膨らんでいる,00000000001
2061,5,「ひとつは米経済が減速してきていること、金融資本市場が変動していること、原油が（バレル当たり）100ドルを超える高い水準にあることを考えると、景気の下振れリスクはやや高まっている」との認識を示した,00000000001
2074,6,2007年9月の増産決定は原油価格の上昇をとめる回避に寄与しなかったとし、生産量を増やしても価格には影響しないと思うと話した,00000000001
2076,5,原油や金、プラチナ、銀などコモディティ価格の急伸を背景に、アルコア(AA.N)やエクソンモービル(XOM.N)などの資源株が買われた,00000000001
2083,3,原油や穀物価格が上昇傾向にあることに関し「値上がりのピッチが速いので、消費に与える影響が大変懸念される」と述べた,00001000001
2084,3,原油や穀物価格が上昇傾向にあることに関し「値上がりのピッチが速いので、消費に与える影響が大変懸念される」と述べた,00001000001
2154,9,5日の東京株式市場では、一部外資系証券のレーティング引き上げや北海でガスと原油の大規模埋蔵を確認したとの報道などを材料視して急騰した丸紅(8002.T)がリードする形で、伊藤忠商事(8001.T)、三井物産(8031.T)、住友商事(8053.T)、三菱商事(8058.T)がいずれも買い優勢の展開となった,00000000001
2154,15,同総研投資調査本部ストラテジストの濱口政己氏は、総合商社株の見通しについて「原油や鉄鋼原料の価格前提引き上げが寄与し、大幅増益が想定される」と指摘する,00000000001
2154,16,また、クレディスイス証券の総合商社担当アナリストである村上貴史氏は「鉄鉱石の価格は決定したが、石炭価格や原油価格の変動で想定値が上下する」と前置きした上で「ネガティブな予想は現状では考えにくく、各社とも最低で2ケタの増益が見込まれるのではないか,00000000001
2157,1,原油が100ドルを突破し最高値を更新していることについては、OPECの統制外の諸要因が背景とした,00000000001
2157,2,米政府はこれまで、小幅増産でも原油価格の抑制に効果があると主張,00000000001
2157,3,これに対し、OPEC加盟諸国は、ドル安や投機などが原油価格を押し上げており、原油が不足しているわけではない、との考えを繰り返してきた,00000000001
2157,4,ナイジェリアのアジュモゴビア石油担当相は、原油価格の100ドル超えは不快であると指摘,00000000001
2157,6,サウジアラビアのヌアイミ石油鉱物資源相は、原油が引き続き市場に十分供給されることが望ましいと強調,00000000001
2160,3,原油在庫は310万バレル減の3億0540万バレル,00000000001
2191,10,「CTAなどの短期筋が先物を買い上げているようで、原油など商品相場との連動性も意識される,00000000001
2202,4,一方で、基調インフレが予想を上回っていることを認め、原油や金相場が上昇するなか、依然として強い世界経済の成長が、物価の中期的な鈍化を阻む可能性があるとの見方を示した,00000000001
2206,2,原油など国際商品価格が上昇していることも企業収益圧迫要因として懸念されている,00000000001
2208,3,原油など国際商品価格が上昇していることもコストアップによる企業収益圧迫要因として懸念されている,00000000001
2216,4,原油価格は1バレル＝106ドルの最高値圏で推移しており、インフレ懸念を強めている,00000000001
2219,4,前日海外の取引で新興国通貨が大幅に下落、原油価格が続伸したことなどを考えると、ドル／円の下落リスクは一段と高まってきたといえる,00000000001
2324,6,一方、原油や穀物など国際商品市況が高騰し「多くの国でインフレリスクも存在している」とも指摘した,00000000001
2345,1,原油価格の上昇で輸入が過去最高となる一方、強い海外需要により輸出も過去最高となった,00000000001
2396,0,ブッシュ米大統領は12日、強いドルを支持するとした上で、1バレル＝110ドルを突破した原油価格についてドル相場が影響を与えているとの認識を示した,00000000001
2396,2,サウジアラビアが原油高はドル安の結果と指摘していることに対しては、「ドルの価値が原油価格に影響を与えていることは間違いない,00000000001
2400,5,なぜ原油がバレル100ドルを上回って取引されているのか,00000000001
2401,5,なぜ原油がバレル100ドルを上回って取引されているのか,00000000001
2409,2,ヒーティングオイル価格は、今週原油価格が過去最高の1バレル＝110ドルを付け急騰していることを受けて上昇している,00000000001
2410,15,ただ、「利下げによって生じる流動性はこれまで株式ではなく原油など商品に流入し、その結果ドル安インフレ懸念を誘発している,00000000001
2412,1,市場では、米連邦準備理事会（FRB）による流動性供給策をめぐる楽観論は影を潜め、原油価格の1バレル＝110ドル乗せやリセッションめぐる懸念が再び広がっている,00000000001
2412,13,株式市場では原油価格の上昇で航空会社が軒並み売られ、大韓航空(003490.KS)は6％以上下落、カンタス航空(QAN.AX)、日本航空9205.T、全日空(9202.T)は約2％安、シンガポール航空(SIAL.SI)も1.1％安となっている,00100000001
2424,21,外資系証券の関係者は、原油価格の上昇とドル安に注目し「ドル売りと原油買いをセットにした取引が出ているのではないか,00000000001
2435,4,原油など19商品の先物相場で構成されるロイター／ジェフリーズCRB指数は、この1週間ではじめて、過去最高値をつけた,00000000001
2440,2,原油や金価格の上昇を受けて、鉱業や石油石炭、鉄鋼などの資源関連の上昇が目立つ一方、不動産や海運、電気ガスがさえない,00000000001
2443,9,ドル安で円高が生じ、ドル安でドルに向かっていた資金が原油に向かう形で原油高が起きている」と述べ、金融資本市場の底打ち感がない状況が続いていることを背景に「ドル安に端を発して円高と原油高が起きている」と語った,00000000001
2545,7,FOMCを控えて前日から「ヘッジファンドが一部、ドル買いで利益確定の動きに出ている」（別の都銀）ほか、原油など商品高の一服などを受けて豪ドルや英ポンドが対ドルで小幅に下落しているが、ドルの戻り局面では売りが強まりやすそうだ,00000000001
2565,2,原油価格の高騰が長期化する中、国内での石油精製販売事業の将来性の厳しさを反映し、今回は九州石油が規模で大幅に上回る新日石に統合を申し入れる異例の展開となった,00000000001
2570,3,ただ「サブプライムローン（信用度が低い借り手向け住宅ローン）問題を背景とする米国経済の減速や金融市場の大きな変動、原油価格の動向など、下振れリスクも高まっている」と警戒感も示した,00000000001
2575,2,原油価格が下落に転じ、関連銘柄の見直し余地が広がるとみる向きもいる,00000000001
2575,18,この点について、みずほインベスターズ証券のシニアエコノミスト、櫻井宏氏は「10％の円高進行が20％の原油価格の上昇を相殺する」とした上で、「輸出の部分はこの効果が消えるが、紙パルプ、食品をはじめ国内でビジネスが完結する企業は、コストが軽減する意味で円高メリットを享受できる」と指摘していた,00000000001
2585,5,経済はリセッション（景気後退）入りしているか、あるいはリセッションに近づいているとみられるが、その一方で、原油価格の上昇はインフレ圧力減退の妨げになっており、FRBによる政策運営を困難にしている,00000000001
2590,5,経済はリセッション（景気後退）入りしているか、あるいはリセッションに近づいているとみられるが、その一方で、原油価格の上昇はインフレ圧力減退の妨げになっており、FRBによる政策運営を困難にしている,00000000001
2610,1,原油価格の高止まりが影響するほか、排ガス規制の対象になるトラックの減少で新車代替需要が減るとみている,00000000001
2620,3,米経済の健全性に対する懸念に圧迫され、金相場がほぼ2年ぶり、原油が7カ月ぶりの下落率となったことを受けて、スタンダードアンドプアーズ（S&P）素材株指数GSPM>が6.3％下落した,00000000001
2620,10,米経済への懸念が続くなか原油価格が大きく下落した,00000000001
2641,10,原油と金価格は2日連続で下落し、インフレ懸念が和らいで幅広い買いを誘った,00000000001
2646,1,ANSA通信が入手した見通し草案によると、IMFはまた、ドル相場について最近下落しているが「まだ高い」と認識しているほか、原油価格は今年と来年に95ドル近辺で推移すると予想している,00000000001
2647,0,20日の米商品市場は金から原油、穀物に至るまで幅広く売られた,00000000001
2647,2,原油など19商品の先物相場で構成されるロイター／ジェフリーズCRB指数は8.4％急落し、過去最大の下げを記録,00000000001
2660,1,原油など19商品の先物で構成するロイター／ジェフリーズCRB指数は今週、8.3％下落、下落率は指数の算出が始まった1959年以来、最大となった,00000000001
2668,1,原油や貴金属の下落とあいまって、ヘッジファンドなどリスクマネーを取り扱っている参加者のポジション閉鎖とキャッシュ化（現金化）の流れが加速しており、世界的な信用収縮は新たなステージに突入した可能性が高い,00000000001
2668,6,  三菱UFJ証券シニア投資ストラテジストの吉越昭二氏は「米国市場では、金融システム不安の後退で金融株が上昇し、投機的な原油、金などの商品市況が下落する理想的な形になった,00000000001
2681,9,また国際経済のリスク要因として中国側からは、サブプライムローン問題によるドル安や米国経済減速による国際経済への悪影響、原油価格などの上昇によるインフレ圧力、投資や貿易で台頭してきている保護主義への懸念の言及があったという,00000000001
2686,3,投資資金の流れを見る上では、ファンド勢のポジション処分によって総崩れとなっている原油や金などの商品価格の動向も要注目,00000000001
