parentid,childid,body,category
2431,0,米商務省が発表した2月の小売売上高は0.6％減少し、個人消費の減退が浮き彫りとなった,10000010000
2615,12,賃金の伸び悩み傾向や横ばいを続ける個人消費に、設備投資の弱まりや企業収益の悪化が加わったことが判断の背景にあり、「必ずしも米景気の減速だけで決まっているわけではない」と指摘した,00000010000
2661,8,こうした要因を背景に、2月の消費者態度指数は36.1と、03年3月（34.7）以来の低水準に落ち込んだ,00000010000
2740,10,景気を見る上でどこに軸足を置くのかとの質問に対し、西村副総裁は「マクロ政策運営においては長期的には個人消費、短期的には設備投資」との考えを示した,00000010000
2740,11,「個人消費はGDP上極めて重要であり、同時に安定した動きをする性質があり、底流を決めるもの,00000010000
2818,6,須田委員は、2007年度の成長率に関しては「潜在成長率以下にまで落ち込まない公算が高まっている」としたものの、08年度については、米国経済の成長が予想以上に鈍化していることから日本の輸出への影響が否めないことに加え、生産が横ばいとなる中で改正建築基準法の影響や個人消費の増勢鈍化などもうかがえるとして「潜在成長率並みのレベルまで下振れる可能性が高まった」との見方を示した,00000010000
2856,11,消費動向については「おおむね横ばい」との従来の認識を維持した,00000010000
2891,13,最近の消費者心理の悪化は、諸物価上昇が主因とみられるためだ,00000010000
2983,11,GM、トヨタ両社の幹部は、米自動車市場は今四半期に安定化し、消費者心理の改善に伴い09年に向けて上向く可能性があるとの見方を示した,00000010000
3005,1,米国経済の成長が予想以上に鈍化していることに加え、ドル安／円高や原材料価格の高騰などによる企業活動、個人消費への影響が避けられないとの見方を強めているためだ,00000010000
3109,11,価格転嫁による製品値上げや企業の利ざや圧縮は企業収益や個人消費を悪化させ、日本経済は縮小均衡に向かうスパイラルに入るリスクも出てきた,00000010000
3112,12,さらに、期待された08年の賃金引上げの動きも鈍いことが個人消費に悪影響を及ぼす可能性にも言及,00000010000
3120,17,市場では「企業のコストアップは織り込みつつあるにしても、製品価格への転嫁を通じて各段階で輸入インフレが進み、企業収益や個人消費に影響するところまで株価は織り込んでいない,00100010000
3211,4,先行きも設備投資や個人消費について、3月の「増加基調をたどる」から「底堅く推移する可能性が高い」に下方修正,00000010000
3221,5,鉱工業生産や投資は今後数四半期減速すると予想し、個人消費も第3四半期に鈍化するとの見通しを示した,10000010000
3260,11,村田社長は、消費環境について「昨年下期以降、消費者心理が節約志向になってきた」と述べ、同社としては、ばら売りや小パックなど、必要な量しか購入しない消費者ニーズに合った商品提供を進めている,00000010000
3261,4,「実質ベースの個人消費は17年間で最も小幅な増加（前年比）にとどまる見通しで、税引き前の企業利益は2001年以降初めての減少を記録し、住居以外の設備投資の伸びは03年以来の低水準、総鉱工業生産の伸びは02年以来の低水準となると予想されている」という,10000010000
3392,6,日本時間の朝方、ニュージーランドで発表された第1四半期消費者物価指数（CPI）が前期比プラス0.7％、前年比プラス3.4％と事前予想を下回ったこと、英王立公認不動産鑑定士協会（RICS）が発表した1─3月の住宅価格指数が調査を開始した1978年1月以来、最低の水準となったことで、NZドルや英ポンドに売りが強まり、ドルが買われた,00000010000
3397,3,英王立公認不動産鑑定士協会（RICS）が発表した1─3月の住宅価格指数はマイナス78.5で、1978年1月の調査開始以来の最低水準だった,00000010000
3398,20,暫定税率の期限切れで4月初旬からガソリンの小売価格が低下しているが、百貨店での顧客の消費行動への影響は足元では目立っていないとの声が多い,00000010000
3457,4,インテルが2008年の利益率目標を維持したことを受け、半導体価格の下落や設備投資、個人消費が落ち込むことへの懸念が和らぎ、ハイテク株も大きく上昇した,00000010000
3527,0,内閣府が発表した3月の消費動向調査によると、3月の消費者態度指数（一般世帯原数値）は前月比0.6ポイント改善の36.7となり、6カ月ぶりに改善した,00000010000
3533,13,個人消費は7カ月連続で判断を据え置いた,00000010000
3572,15,個人消費の減速はこれからであり、米景気の失速懸念は拭えない」と話している,00000010000
3618,12,クレジット状況の一段のひっ迫や信頼感の悪化で設備投資や個人消費が落ち込む可能性が高いが、商品相場の上昇や活発な労働市場に加え、今までの利下げ効果で、国内需要は引き続き堅調になるとの見通しを示した,00000010000
3624,1,原油価格が史上最高値を更新し、1バレル＝120ドル目前まで迫ったことで、インフレや個人消費に対する懸念が高まった,10000010001
3627,10,原油高による企業収益や個人消費押し下げなどの懸念があらためて台頭する可能性がある一方、国際石油開発帝石ホールディングス(1605.T)が22日にアゼルバイジャン共和国領での原油生産開始を発表するなど複数の材料がある,00000010000
3851,0,米ウォルマートストアーズ(WMT.N)の米国部門責任者カストロライト氏は29日、近年個人消費の拡大をあおった信用へのアクセスは今や困難になり、現在の信用収縮が米国民の消費能力を弱めている、との見方を示した,00000010000
3851,3,近年、信用への容易なアクセスが個人消費の拡大を促したが、銀行がバランスシートを守るために貸出基準の厳格化を図るなか、信用へのアクセスは困難になりつつある,00000010000
3909,0,3月の個人所得の伸びは0.3％で、予想の0.4％を若干下回った,00000010000
3915,1,消費者心理の冷え込みやガソリン高の影響で、利益率の高いスポーツ用多目的車（SUV）などの販売が落ち込んだ,00000010000
3915,7,自動車販売は、個人消費の動向を探る手掛かりの1つとして注目されていた,00000010000
4030,3,ドイツでは、物価上昇を受けて個人消費が伸び悩み、3月の鉱工業受注、小売売上高がともに予想外の減少となった,10000010000
4053,5,ただECBが上限とする2％を依然大幅に上回っており、既に個人消費や消費者信頼感に影響を及ぼしている可能性がある,00000010000
4090,6,注目されるのは、米金融機関の貸し出し動向と、それが個人消費に与える影響だ,00000010000
4096,6,注目されるのは、米金融機関の貸し出し動向と、それが個人消費に与える影響だ,00000010000
4101,6,注目されるのは、米金融機関の貸し出し動向と、それが個人消費に与える影響だ,00000010000
4152,0,英王立公認不動産鑑定士協会（RICS）が13日発表した2─4月の住宅価格指数はマイナス95.1と、1─3月のマイナス79.4から一段と低下、同指数調査が開始された1978年1月以来最低の水準となった,00000010000
4223,0,米メリルリンチMER.Nの北米担当エコノミスト、デビッドローゼンバーグ氏は14日、米経済はリセッション（景気後退）に陥っており、米政府が景気刺激策の一環として実施する戻し減税は個人消費の落ち込みを一時的に和らげるにすぎないとの見方を示した,00000010000
4223,3,ローゼンバーグ氏は、個人消費や消費者信頼感が落ち込み、失業率が上昇し、労働時間が大幅に減少していることから、米経済は既にリセッション入りしていると指摘,01000010000
4223,5,インフレに関しては、個人消費の落ち込みを受けて減速すると予想,10000010000
4265,16,今後は設備投資の減速、個人消費への影響が顕在化する可能性があると日銀では見ている,00000010000
4300,0,内閣府が発表した4月の消費者態度指数（一般世帯原数値）は前月比1.5ポイント低下の35.2となり、2カ月ぶりに低下した,00000010000
4314,3,今回は低所得層で消費者心理の悪化が目立った,00000010000
4343,13,＜次は消費者ローンか＞連邦準備理事会（FRB）の一連の流動性対策により、金融システム全体が機能停止に陥るとの懸念は後退している,00000010000
4410,4,原油価格の上昇や4月の米卸売物価指数（PPI）のコア指数が予想を上回る伸びとなったことを受けて個人消費への懸念が強まった,00000010001
4445,3,報告書では、投資や輸出よりも個人消費の拡大により経済のバランスを取る方針があらためて示された,00000010000
4478,13,その他の個人消費や設備投資など主要項目の判断は据え置き,00000010000
4495,4,非常に影響が大きい」と述べるとともに「消費者に対しても、物価（の上昇）が懸念され、注意深く見守っていかなければならない」とし、個人消費への影響に懸念を示した,00000010000
4499,5,また、何人かの委員は、消費者マインドが一段と悪化していることを指摘した上で、逆資産効果などから個人消費がさらに下振れるリスクには注意が必要と付け加えた,00000010000
4552,5,個人消費については「足もと雇用者所得は緩やかな増加を続けており、所得面から個人消費が急に崩れていくことは、そう大きく考えなくていい」としながらも、消費者物価上昇による実質所得の目減りなどから消費者マインドが慎重化していることを挙げ「今後は個人消費の下振れリスクに十分注意していかなければならない」と警戒感を示した,00000010000
4601,4,前週には1バレル＝135ドルを上回り最高値を更新したことを受け、インフレや企業利益、個人消費の減速などをめぐる懸念が高まっていた,10000010000
4641,3,総裁は、信用収縮を背景とした銀行など金融機関の警戒感や、個人消費に「徐々に浸透する」商品価格上昇の影響により経済活動が圧迫されると予想した,00000010000
4708,2,パソコン大手デルDELL.Oが29日に発表した決算が予想を上回り、設備投資や個人消費は持ちこたえるとの見方が強まったことが背景,00000010000
4710,1,また、銀行は消費者ローンの延滞増加による問題に直面する可能性があると述べた,00000010000
4954,2,マクドナルド(MCD.N)の予想を上回る既存店売上高や予想外に上昇した米住宅販売保留指数を受け、個人消費や住宅市場をめぐる懸念が緩和されるなか、ダウは上昇した,00100010000
4968,9,家計所得も生活必需品の値上がりなどを背景に、実質ベースでは減少しているとみられ、日銀はこうした所得の減少が設備投資や個人消費など支出面に影響を与えないかどうか、警戒を強めている,00001010000
4971,1,米ガソリン価格が記録的水準に上昇、失業率も上昇し、消費者心理が低迷するなか、オバマ氏は本選に向けた選挙戦の焦点を経済問題に当てる構えで、米経済について「株価や経済面の見出しを読まなくても、状況の深刻さは理解できる」と述べた,01100010000
5020,7,エネルギー食品価格の上昇で所得が圧迫され、個人消費が鈍化したと分析,00000010000
5065,0,内閣府が発表した5月の消費者態度指数（一般世帯原数値）は前月比1.3ポイント低下の33.9となり、2カ月連続で低下した,00000010000
5065,4,消費者態度指数を構成する「暮らし向き」「収入の増え方」「雇用環境」「耐久消費財の買い時判断」の4つの意識指標すべてが前月比低下となった,00000010000
5077,6,白川総裁は「先行き設備投資や個人消費は底堅く推移する可能性が高いと判断しているが、交易条件の悪化が続いているだけに、これに伴う所得形成の弱まりが国内民需の下振れをもたらすリスクについて注意深くみていく必要がある」と警戒感を示した,00000010000
5081,5,白川総裁は「先行き設備投資や個人消費は底堅く推移する可能性が高いと判断しているが、交易条件の悪化が続いているだけに、これに伴う所得形成の弱まりが国内民需の下振れをもたらすリスクについて注意深くみていく必要がある」と指摘,00000010000
5150,14,その他の個人消費や設備投資など主要項目の判断は据え置いた,00000010000
5286,2,＜大企業業況判断、先行きも6月比悪化＞業況判断については、3月調査時点に比べて足元は円安が一服し、株価も上昇したことから企業マインドの改善をもたらした可能性があるが、原材料価格の上昇に伴う企業の利幅縮小、先行きの景気への不安感や消費者心理の悪化など企業を取り巻く環境は厳しく、3月調査に続いて全般に悪化するとみられている,00100010000
5474,1,額賀財務相は5月の全国コアCPIが前年比1.5％の上昇と10年2カ月ぶりの水準となったことについてエネルギーや食料価格の高騰が要因と指摘する一方、個人消費は「横ばい状態、弱含みの印象もある」とした,00000010000
5496,4,5月の個人所得は前月比1.9％増加し、2005年9月以来の強い伸びとなった,00000010000
5638,3,雇用情勢の一段の悪化は消費者心理にさらなる打撃を与えかねない,00000010000
5736,6,項目別では、個人消費について、全地域が判断を下方修正,00000010000
5748,3,個人消費は全地域が下振れし、設備投資にも警戒感が出てきており、厳しさの増す日本経済の実態があらためて裏付けられたかたちだ,00000010000
6003,16,一方、駐車場業界の関係者の間では「今はガソリン価格が上昇している最中のため消費者心理にマイナス影響が大きく作用しているのではないか,00000010000
6006,3,声明では、景気について「エネルギー原材料価格高を背景に、設備投資や個人消費の伸びが鈍化するなど、さらに減速している,00000010000
6012,10,これが企業収益や設備投資に影響、個人消費も伸びが鈍化しているとした,00000010000
6014,9,低迷する住宅市場は「われわれが直面する最も重要で主要な課題」であり、個人消費や金融機関の健全性のカギを握るとした,00000010000
6039,2,足もとの個人消費の判断は下方修正し、「このところやや伸び悩んでいる」とした,00000010000
6041,1,個別項目では、個人消費、輸出、住宅投資、生産について前月から下方修正、短観を受けて企業の景況感も引き続き慎重化しているとした,00000010000
6041,9,設備投資の増勢鈍化に加えて、これまで「底堅い」と判断してきた個人消費も「石油製品や食料品などの価格上昇が続く中で、このところやや伸び悩んでいる」と下方修正,00000010000
6128,3,このほか、週末発表の消費者物価指数（CPI）が予想以上に高い水準を示すようだと、企業業績や個人消費への警戒感が強まりそうだ,00001010000
6137,3,このほか、週末発表の消費者物価指数（CPI）が予想以上に高い水準を示すようだと、企業業績や個人消費への警戒感が強まりそうだ,00001010000
6170,0,額賀福志郎財務相は22日、閣議後の会見で、年末に向けて2009年度の予算編成作業が本格化する一方、景気の先行き不透明感が強まっていることに関し、原油食料高が企業収益や個人消費に影響を及ぼすことになるとした上で、米国世界経済の動きを注意深く見ながら考えていかなければならない、との認識を示した,00000010000
6183,10,また、民間住宅は改正建築基準法の影響は収束したが需要低迷が響き、個人消費も所得の伸び悩みなどの影響で下方修正した,00000010000
6213,3,アナリストは、新学期商戦の消費動向も似た状況だとみている,00000010000
6248,1,物価の上昇で個人消費の下振れリスクが懸念されることもあり、日本経済は緩やかな景気後退局面にあると判断される可能性もあると指摘した,00000010000
6248,4,＜資源高の影響は想定以上＞水野委員は、まず7月の日銀金融経済月報で景気判断を一層下方修正した背景について「エネルギー原材料価格高が、企業収益、個人消費でダウンサイドに、消費者物価でアップサイドにもたらしたインパクトは、展望レポートをまとめた4月末時点では想定できなかったほど厳しいものになっている」と指摘,00000010000
6248,8,このような物価の上昇によって、「個人消費の下振れリスクが懸念される」とも指摘した,00000010000
6363,15,「喜べる数字ではない」として消費動向にも警戒感を示した,00000010000
6399,10,「個人消費」は北海道、東北、関東、北陸、近畿、中国、四国、沖縄が下方修正、3地域は判断を変えていない,00000010000
6449,1,税払い戻し効果で個人消費の伸びは拡大した,00000010000
6449,11,商務省は主に税払い戻しが個人消費の伸びに寄与したと説明した,00000010000
6559,0,個人所得は前月比0.1％増加,00000010000
6570,7,税払い戻し効果で個人消費の伸びが拡大した,00000010000
6670,1,保険大手アメリカンインターナショナルグループ（AIG）(AIG.N)の大幅赤字決算を受けて信用不安が高まったほか、小売大手ウォルマートストアーズ(WMT.N)が慎重な業績見通しを示したことで個人消費への懸念が強まった,00000010000
6670,9,ウォルマートが発表した7月の既存店売上高が弱い内容となったことで、個人消費をめぐる懸念が拡大,00000010000
6675,7,7日の米株市場の反落は、AIG(AIG.N)の大幅赤字決算やシティグループ(C.N)がオークションレート証券（ARS）を不正に販売したとされる問題などの金融不安と同時に、個人消費への減速懸念が背景となった,00000010000
6675,8,ウォルマートが発表した7月の既存店売上高が弱い内容となった一方、米労働省が発表した新規失業保険申請件数が6年超ぶりの高水準に増加したことを受けて、減税効果がはく落し個人消費が減速しているとの見方が広がっている,00000010000
6693,20,低迷が続く米国の個人消費は米国株への影響も予想されるだけに注目される,00000010000
6694,5,景気減速、株式市場の下落、5月の四川省大地震が消費者心理に影響した格好となった,00100010000
6704,1,食品燃料価格高で個人消費が圧迫されるなか、割安飲料の販売などが寄与し、国内既存店売上高が堅調だった,00000010000
6710,20,低迷が続く米国の個人消費は米国株への影響も予想されるだけに注目される,00000010000
6782,1,原油価格が一段安となったことで個人消費や企業支出の見通しが改善した,00000010001
6843,1,個人消費や設備投資など内需の柱もマイナスとなったが、マイナス成長の主因は米国経済の減速など対外的要因によるとし、長期的にマイナス成長が続くことはないとの認識を示した,00000010000
6843,3,内需の柱である個人消費や設備投資が軒並みマイナスとなり、厳しい景気の現状を映し出した,00000010000
