parentid,childid,body,category
326,6,投資家の人気を集めているノックイン条項型の日経リンク債の場合、当初に定められた期間中に決められた「ノックイン価格（バリア）」に1度もタッチしなければ、投資家は高い利回りを得られるが、バリアにタッチすると償還額は日経平均株価に連動することになる,00100000100
337,0,週末11日の東京市場は、株安／債券高が大幅に進み、日経平均は1万4000円台を維持できるかが注目される水準まで下落し、長期金利は1.4％前半に低下した,00100000100
355,6,政策金利の引き下げが打ち止めとなる水準については、見方がそれほど大きく変わっていない,00000000100
442,1,日経平均株価が一時370円超下げた一方、長期金利が節目の1.4％を割り込んだ,00100000100
468,6,「地区連銀の過半数が経済活動の拡大を報告しているならば、（政策金利が）75ベーシスポイント引き下げられることは、ないのではないか」との見方を示した,00000000100
468,8,FRBは昨年9月中旬から政策金利を1％ポイント引き下げており、今月29─30日の連邦公開市場委員会（FOMC）で50ベーシスポイントの追加利下げを予想する声が強い,00000000100
523,12,国債先物中心限月3月限が24銭高の138円35銭と前日高値に並んだほか、現物市場では10年最長期国債利回り（長期金利）が2ベーシスポイント（ｂｐ）低い1.380％に低下,00000000100
537,10,2009年第2四半期の政策金利に関する予想中央値は3.75％だった,00000000100
554,2,「リスクを避ける動きから、マネーが政府証券に向かっている」として、「そのために、長期金利が低下している」と状況を説明した,00000000100
566,6,＜マクロ関係＞●日銀は22日に展望リポート中間評価を発表、リスクの高まり指摘へ21、22日の日銀金融政策決定会合では、政策金利は現状維持を全員一致で決定する見通し,00000000100
574,6,＜マクロ関係＞●日銀は22日に展望リポート中間評価を発表、リスクの高まり指摘へ21、22日の日銀金融政策決定会合では、政策金利は現状維持を全員一致で決定する見通し,00000000100
609,11,米金利先物市場では、米連邦準備理事会（FRB）が08年に政策金利を2.50％以下の水準へ引き下げるとの見方が出ている,00000000100
609,13,1月初旬時点では、08年を通じて政策金利は現行の4％に据え置かれるとみられていた,00000000100
617,9,また世界的に政策の手詰まり感が強まるなか、市場からは「きょうの日銀金融政策決定会合では金利据え置きの見通しが大勢だが、場合によっては利下げも必要ではないか,00000000100
620,4,市場では「きょうの日銀金融政策決定会合では金利据え置きの見通しが大勢だが、場合によっては利下げも必要ではないか,00000000100
624,15,長期金利は1.320％まで下げ、2005年9月以来の低水準となった,00000000100
632,6,きょうの日銀金融政策決定会合では金利据え置きの見通しが大勢だが、場合によっては利下げも必要ではないか,00000000100
668,4,公定歩合も0.75％ポイント引き下げ4.00％とした,00000000100
668,16,また、年央までにFF金利は2.25％に引き下げられるとの見方を織り込んでいる,00000000100
668,23,ただFRBは1990年頃からFF金利誘導目標水準を政策金利に設定,00000000100
668,25,1991年12月には公定歩合を1％ポイント引き下げている,00000000100
672,5,株式市場にある程度の安心感は戻るだろうが、前年夏にまず公定歩合を引き下げた時のように、必ずしも市場の情勢を変え上向かせるものではないと思われる,00100000100
677,4,ただ、5.5％で年明けを迎えた政策金利は恐らく、需要を圧迫している」と述べた,00000000100
677,5,総裁の発言は、英中銀が次回2月6―7日の金融政策委員会で、政策金利を0.25％ポイント引き下げるとの市場の見方を支援する可能性がある,00000000100
677,7,英中銀は前月、0.25％ポイントの利下げを実施し、政策金利を5.5％にすることを決定した,00000000100
693,13,長期金利は1.2％まで下がる,00000000100
694,10,香港金融管理局（HKMA）がこの日、米国に追随して政策金利である割引基準金利を引き下げたことを受けている,00000000100
699,4,サブプライムローン（信用度の低い借り手向け住宅ローン）問題の根深さを指摘する参加者は債券を買い進めており、2年国債の利回りは1年10カ月ぶりに0.5％を割り込んだ,00000000100
713,0,イングランド銀行（英中央銀行）が23日発表した1月9―10日の金融政策委員会議事録によると、金融政策委は8対1で政策金利（レポレート）の5.5％での据え置きを決定した,00000000100
715,0,イングランド銀行（英中央銀行）が23日発表した1月9―10日の金融政策委員会議事録によると、金融政策委は8対1で政策金利（レポレート）の5.5％での据え置きを決定した,00000000100
715,4,議事録は「大半の委員は、今回は政策金利の据え置きが必要だと判断した」とし、「2007年春にインフレ率が目標を大幅に上回った直後に、再び同じことが起きたため、人々が将来のインフレ期待を上方修正する可能性が高まったとみられる」としている,00000000100
775,4,21日に開いた連邦公開市場委員会（FOMC）では、政策金利のフェデラルファンド（FF）金利が望ましい水準を上回っていることを明確に認識していたという,00000000100
841,0,欧州中央銀行（ECB）のトリシェ総裁は25日、ユーロ圏の金利据え置きが成長に歯止めをかけることはないとの認識を示した,00000000100
866,3,FRBは22日、世界の株式市場の急落を受けて、政策金利を0.75％ポイント引き下げ3.5％とした,00100000100
901,9,FRBは、株価が世界的に大幅に下げていた前週初めに、政策金利を75ベーシスポイント（ｂｐ）緊急に引き下げ、3.5％とした,00100000100
916,8,また、緩和局面終了時の政策金利の予想中央値は2.5％で、前週の調査と変わらなかった,00000000100
974,3,FRBは2007年9月中旬から利下げを実施してきており、前週には政策金利を75ベーシスポイント（ｂｐ）緊急に引き下げ3.50％とした,00000000100
984,2,利下げ幅が0.25％にとどまった場合、株価急落／長期金利の急低下とともに、ドル／円相場が直近安値の104.95円を一気に抜けるとの観測も浮上している,00000000100
996,1,追加利下げは大方の予想通りで、政策金利は2005年6月以来の低水準となった,00000000100
996,4,フィッシャー委員（ダラス地区連銀総裁）は、FF金利の誘導目標の据え置きが好ましい、とし、反対票を投じた,00000000100
996,10,政策当局者らが今や、政策金利はより適切な水準にある、と考えていることが示唆されている,00000000100
1007,1,追加利下げは大方の予想通りで、政策金利は2005年6月以来の低水準となった,00000000100
1016,2,ドイツ銀行は唯一、3月の金利据え置きを予想した,00000000100
1016,3,連邦準備理事会（FRB）は30日、政策金利であるフェデラルファンド（FF）金利誘導目標を50ｂｐ引き下げ3.0％とした,00000000100
1016,7,「今年下半期に景気後退からの回復が始まれば、政策金利の据え置きが続く」との見方を示した,00000000100
1023,1,追加利下げは大方の予想通りで、政策金利は2005年6月以来の低水準となった,00000000100
1039,1,利下げの効果については、現在の政策金利が0.5％という状況下、経済構造や金融の仕組み次第で大きく変わってくるため、慎重に考えていかなければいけないと語った,00000000100
1087,1,エコノミスト60人を対象に1月29―31日に実施された同調査によると、全員が、英中銀は12月に続き、来週0.25％ポイントの利下げを実施し、政策金利は5.25％になると予想,00000000100
1087,5,エコノミストの中央値では、政策金利は、6月までに5.0％に低下し、9月までにさらに4.75％まで低下し、その後は来年半ばまでこの水準を維持する見通し,00000000100
1087,6,金融市場では、年末までに政策金利が4.5％になるとの見方が織り込まれている,00000000100
1095,2,全額市中から買い入れ消却することで「国債市場の需給が改善し、長期金利は低下、設備投資の誘発につながり、生産力向上につながる,00000000100
1113,7,緩和局面終了時のFF金利については、予想平均中央値は2.5％で、30日時点から変わらずだった,00000000100
1171,0,オーストラリア準備銀行（RBA、中央銀行）は5日、政策金利であるオフィシャルキャッシュレートを0.25％ポイント引き上げ7.00％とした,00000000100
1171,4,国内経済の沈静化とインフレ抑制を目指し、2007年には2度、政策金利を引き上げている,00000000100
1174,0,オーストラリア準備銀行（RBA、中央銀行）は5日、政策金利であるオフィシャルキャッシュレートを0.25％ポイント引き上げ7.00％とした,00000000100
1182,0,オーストラリア準備銀行（RBA、中央銀行）は5日、政策金利であるオフィシャルキャッシュレートを0.25％ポイント引き上げ7.00％とした,00000000100
1197,5,ECBは7日の理事会で、政策金利を4％で据え置くと広く予想されている,00000000100
1197,7,ウニクレディトのストラテジストらは「今回の統計で、多くの当局者が示唆しているよりも早い時期に、政策金利は3％に向けて低下し始める、というわれわれの見方が裏付けられた」との認識を示した,00000000100
1270,6,また米国債は10年債の利回り（指標銘柄）が12月末の4.027％から3.597％へと低下,00000000100
1271,10,インフレ率を考慮すると実質の政策金利はゼロに近づいており、これは「明らかに緩和的な水準」であるとした,00000000100
1280,1,ECBに対しては、世界的な景気減速の回避に向け協調利下げを求める声が強まっているが、今回も政策金利を4.0％に据え置くとみられている,00000000100
1283,4,ロイターが実施したエコノミスト調査によると、対象となったエコノミスト60人全員が、今週に英中銀が0.25％ポイントの利下げを実施し、政策金利は5.25％になると予想,00000000100
1294,0,英イングランド銀行（中央銀行）は7日、政策金利を25ベーシスポイント（ｂｐ）引き下げ、5.25％にすると発表した,00000000100
1295,0,イングランド銀行（英中央銀行）は7日、政策金利を25ベーシスポイント（ｂｐ）引き下げ、5.25％にすると発表した,00000000100
1296,1,先週ロイターが83人のエコノミストを対象に実施した調査では、全員が金利据え置きを予想していた,00000000100
1301,2,現在の3％の政策金利は、先手を打っているものと確信しており、心地よく自信をもてると話した,00000000100
1307,0,ロイター調査によると、欧州中央銀行（ECB）は6月までに政策金利を引き下げ、第3四半期に追加利下げする見通し,00000000100
1307,1,ECBは7日の理事会では政策金利である定例買いオペの最低応札金利を4.00％に据え置いたが、インフレについてタカ派的な姿勢を維持する一方、成長の下振れリスクを認めた,10000000100
1307,3,最新の調査によると、エコノミストらは依然として、今年6月までに政策金利が25ベーシスポイント（ｂｐ）引き下げられ3.75％となる、と予想している,00000000100
1336,3,予想レンジはドル／円が106.50―108.50円、ユーロ／ドルが1.4300―1.4600ドル＜通貨オプション市場は目先のユーロ安を示唆＞ユーロ圏の経済指標に予想を下回るものが増え始めたこと、政策金利の据え置きを決めた欧州中央銀行（ECB）のスタンスが「（これまでのタカ派から）中立に変わった」（外銀）ことなどが手掛かりとなり、ユーロ／ドルは8日までに2週間半ぶりユーロ安水準に下落した,00000000100
1380,4,G7会合の直後だけに、国際金融市場の安定に向けて日銀として何ができるのか問われるが、現状では国内金融市場の流動性に大きな問題はなく、景気についても、起点となる輸出、生産が現実に悪化を示しておらず、政策金利の現状維持を決定する見通し,00000000100
1386,0,豪準備銀行（RBA、中銀）は11日、金融政策声明を発表し、政策金利を一段と引き上げる必要が生じる可能性があると警告した,00000000100
1432,0,日本経団連の御手洗冨士夫会長（キヤノン(7751.T)会長）は12日の定例会見で、政策金利の引き下げや景気対策で米国の景気後退は避けられたと指摘,00000000100
1432,3,米経済も減退していると指摘したが、政策金利の引き下げや大型の経済対策が講じられたことで「景気の後退は防げたと思う,00000000100
1469,0,13日ロイター］日銀は、現在の国内景気の状況について、前向きメカニズムが崩れないかどうかの正念場を迎えていると捉えており、その行方を見極めるため14、15日に開催する金融政策決定会合で、現状の政策金利を維持する見通し,00000000100
1491,1,ただ報告は、政策金利が現在の5.25％で据え置かれれば、インフレ率は2％を下回る見込みだとも予想し、少なくともあと1回の利下げ余地を残した,00000000100
1498,5,ECBは前回2月7日の理事会で政策金利を据え置いた,00000000100
1507,1,ただ報告は、政策金利が現在の5.25％で据え置かれれば、インフレ率は2％を下回る見込みだとも予想し、少なくともあと1回の利下げ余地を残した,00000000100
1536,8,市場では、年央までにFF金利が2.09％になると予想している,00000000100
1536,10,4キャストのストラテジストは「全体的に、FF金利と債券利回りは依然として下降基調のようだ」と話した,00000000100
1553,4,その後の一連の利下げは、年内さらに成長を促すことになる」とし、FRBの積極的な利下げでFF金利は「適切な」水準になったと述べた,00000000100
1574,10,インフレリスクや需給面で長期金利が上がりやすくなっているからだ,00000000100
1574,11,一段の金融緩和の可能性を指摘したバーナンキ米連邦準備理事会（FRB）議長の議会証言を受けて、14日の米金融市場では2年債の利回りが1.90％に低下した一方で、30年債利回りは4.69％に上昇、2007年12月以来の水準をつけた,00000000100
1575,7,ただいずれにせよ緩和された状態がかなりの間続いていることだけはいえる」と述べ、物価上昇だけ取り出しても金利据え置きによる緩和効果がそれほど高まっているとはいえないとの見方を示した,00000000100
1588,5,「インフレ期待が大幅に上昇する明確な兆候が現れれば、政策金利を維持するか利上げも視野に入れる必要がある」と語った,00000000100
1643,3,2月の理事会は結局、政策金利を25ｂｐ引き上げ、11年ぶりの高水準である7.0％とすることを決定した,00000000100
1657,1,資源高による景気拡大と政策金利の引き上げ観測を背景にこの日、利下げ見通しの強まってきた英ポンドに対して10年ぶり高値を更新するなど、豪ドルはほぼ全面高となった,00000000100
1757,1,そのため連邦準備理事会（FRB）は3月18日の連邦公開市場委員会（FOMC）で、政策金利を50べ－シスポイント（ｂｐ）という「大幅利下げ」を実施する公算が高いとしている,00000000100
1761,1,そのため連邦準備理事会（FRB）は3月18日の連邦公開市場委員会（FOMC）で、政策金利を50べ－シスポイント（ｂｐ）という「大幅利下げ」を実施する公算が高いとしている,00000000100
1791,11,米政策金利が急速に低下するなか、エコノミストは、中国が自国の政策金利を引き上げすぎれば、投機資金の流入を招く、としている,00000000100
1797,15,ただ、「物価上昇圧力の強さを横において金融緩和姿勢を強めたとしても、商品市況の高騰などを背景にインフレ期待が強まっては長期金利の上昇を招き逆に景気の制約要因になってしまう、との見方が市場で優勢になると危険だ」（外資系証券筋）といい、ここでも警戒感は残る,00000000100
1799,3,長期金利の反応次第では波乱要因になる,00000000100
1806,3,長期金利の反応次第では波乱要因になる,00000000100
1926,2,現在の金融緩和局面で、FF金利は2.0％まで引き下げられると予想されている（予想中央値）,00000000100
1926,4,次回3月18日のFOMCについてはFF金利の50ベーシスポイント（ｂｐ）引き下げを過半数が予想,00000000100
1940,3,海外勢による株先売り／債先買いの動きも観測され、円債市場では長期金利が0.05％超低下した,00000000100
2009,3,一方、欧州中銀（ECB）のほか英国、オーストラリア、ニュージーランド、カナダの中銀で政策金利が発表される,00000000100
2046,4,RBAは4日の理事会で政策金利を25ベーシスポイント引き上げ、7.25％とすることがほぼ確実視されている,00000000100
2072,3,そのようなルールでは政策金利は現行の3％を上回る水準になるだろうが、現在の市場の混乱が通常の性質のものではないことから、当面はルールから離れることが正当化されるとの見解を示した,00000000100
2092,0,オーストラリア準備銀行（RBA、中央銀行）は4日、政策金利であるオフィシャルキャッシュレートを0.25％ポイント引き上げ7.25％とした,00000000100
2098,0,オーストラリア準備銀行（RBA、中央銀行）は4日、インフレ抑制を目指し、政策金利を12年ぶりの高水準となる7.25％に引き上げた,00000000100
2098,2,RBAは4日に月例の理事会を開催し、昨年第4四半期に16年ぶりの高水準を記録したインフレを抑制するため、政策金利であるオフィシャルキャッシュレートを0.25％ポイント引き上げた,10000000100
2098,10,TDセキュリティーズのシニアストラテジスト、ジョシュアウィリアムソン氏は「RBAは4月に一息つく機会を自らに与えたようだが、インフレ統計は引き続き高水準となるだろう」とし、5月に政策金利が7.5％に引き上げられる可能性は依然あるとの見方を示した,00000000100
2107,2,さらに、最近の株価急落によって、利回りを踏まえた投資妙味の大きさも指摘されるようになっており、これが下げ相場に歯止めをかける要因になるとの見方が出ていた,00000000100
2107,5,また、少し前まで配当金を目的とした投資と言えば、電力株が中心だったものの、近年の株式市場では「企業の配当政策が前向きになったこともあって、業種を問わず利回りに対する関心が高くなる傾向がある」（準大手証券情報担当者）という,00100000100
2107,13,一方、長期金利の一般的な指標である10年国債の利回りは直近では1.3％台で推移するなど、こと利回りに関しては株価の割安感が際立つ状況だ,00100000100
2107,15,とくに、自動車株の利回りは高く、トヨタ自動車(7203.T)が2.36％、ホンダ(7267.T)が2.77％、日産自動車(7201.T)が4.43％と10年債利回りをいずれも上回っている,00000000100
2108,0,4日ロイター］日銀は6、7日に開く金融政策決定会合で、政策金利を年05％程度のまま据え置く見通し,00000000100
2109,0,カナダ銀行（中央銀行）は4日、政策金利である翌日物金利を0.50％引き下げ3.50％とした,00000000100
2158,11,FRBは昨年9月中旬から5回利下し、政策金利を5.25％から3％に引き下げた,00000000100
2181,6,FRBは、昨年9月中旬に5.25％だったFF金利を3％まで引き下げている,00000000100
2197,1,  ロイターが先週72人のエコノミストに実施した調査では、全員が金利据え置きを予想していた,00000000100
2197,2,ただ、過去最高水準に達しているインフレ率が近く低下するとの見方から、大方のエコノミストは6月末までに政策金利が少なくとも3.75％に引き下げられると予想している,00000000100
2198,0,英イングランド銀行（中央銀行）は6日、政策金利を5.25％に据え置くと発表した,00000000100
2207,1,利回りが米国債と比べた場合、「相対的に比類ない」高水準に上昇したと判断したため,00000000100
2207,3,同氏が今回購入した地方債のなかには、利回りが5.50％程度のカリフォルニア州債もあったという,00000000100
2236,12,06年3月に福井総裁は、金利機能を復活させるため、膨らんだ当座預金残高の円滑な吸収とプラスの政策金利への移行に視野に、量的緩和政策をやめ、ゼロ金利政策に移行,00000000100
2236,13,その年の7月には政策金利を0.25％に引き上げ、プラス金利が回復した,00000000100
2241,5,06年3月の量的緩和政策の解除にあたっては、長期金利の急上昇を回避して市場の混乱を最小限にとどめた手腕が評価された,00000000100
2241,6,一方、07年2月に無担保コール翌日物金利の誘導目標を0.5％に引き上げて以降、1年以上にもわたり政策金利を据え置く状況が続いた,00000000100
2243,0,福井俊彦日銀総裁は7日、政策金利の据え置きを決めた金融政策決定会合後の会見で、足もとの日本経済について、生産所得支出の前向きの循環メカニズムは少し弱まっているが基本的には崩れてはいない、との認識をあらためて示した,00000000100
2248,2,前日に金利据え置きを決めた欧州中央銀行（ECB）のトリシェ総裁は、フランス中銀主催のグローバル化とインフレ金融政策に関するシンポジウムで、商品価格の急騰は、グローバル化がインフレの上方リスクにつながることを示すと指摘,10000000100
2308,8,また、ベアースターンズ株やプットオプションも活発に取引されたほか、社債の利回りはジャンク級の水準へ上昇した,00000001100
2315,2,FRBの政策への市場の見方を反映するデリバティブ取引は、FRBが今月、最大125ベーシスポイント（ｂｐ）利下げし、政策金利を現行の3％から1.75％に引き下げるとの見通しを織り込んでいる,00000000100
2363,5,FRBは昨年9月中旬以来、政策金利を2.25％ポイント引き下げており、ほかにも市場への流動性供給を助ける措置をとってきた,00000000100
2395,6,ただ、金融政策は現在の問題に対処する上で、比較的効果が弱い可能性があると述べ、米連邦準備理事会（FRB）の利下げ後も長期金利は依然として高止まりしていると指摘した,00000000100
2452,1,FRBはすでに政策金利を前例のないほど急激なペースで引き下げてきたが、クレジット市場の環境悪化で利下げ効果が帳消しになっている,00000000100
2464,6,サブプライム問題をきっかけとする景気の減速懸念が強まる米国の政策金利は、現在の3.0％から最終的に1％台に引き下げられるとの見方が多く、声明文を通じてその確度や実施時期を見極めることとなりそうだ,00000000100
2485,2,JPモルガンチェースのベアースターンズ買収、米連邦準備理事会（FRB）が公定歩合を3.25％へ引き下げたことなどを受けて、ドルは一時99円付近へ急反発,00000000100
2486,0,米連邦準備理事会（FRB）は16日、公定歩合を3.50％から3.25％に引き下げ、即日実施するとの声明を発表した,00000000100
2486,1,また、プライマリーディーラーが公定歩合でニューヨーク連銀から資金を借りられる新たな貸出制度を創設することを明らかにした,00000000100
2487,3,米連邦準備理事会（FRB）が日本時間17日午前8時すぎ、公定歩合を3.25％へ引き下げると発表,00000000100
2489,3,ただ米連邦準備理事会（FRB）が公定歩合を3.25％に引き下げるなど緊急の対応をみせており、週後半にかけては政策を好感しリバウンドする可能性もあるとみられている,00000000100
2489,8,またFRBは18日の米連邦公開市場委員会（FOMC）を待たず、16日に公定歩合を3.50％から3.25％に引き下げ、即日実施するとの声明を発表,00000000100
2489,9,プライマリーディーラーが公定歩合でニューヨーク連銀から資金を借りられる新たな貸出制度を創設することを明らかにした,00000000100
2489,10,市場では「フェデラルファンド（FF）金利ではなく公定歩合の引き下げだったが、市場はいったん米当局の緊急の対応に敬意を表するのではないか,00000000100
2493,8,米連邦準備理事会（FRB）は16日、公定歩合を3.50％から3.25％に引き下げ、即日実施すると発表した,00000000100
2494,2,米連邦準備理事会（FRB）は日本時間の17日朝、公定歩合を3.25％へ0.25％引き下げたが、ドル安／円高を押さえるにはいたらなかった,00000000100
2498,11,三井住友銀行チーフストラテジストの宇野大介氏は「18日の米連邦公開市場委員会（FOMC）でFF金利の1％引き下げの見方が出ているが、そうなると、今度は、米資産の最後のとりでだった米債の魅力がなくなり、米債売りの動きが出てきて、それがさらなるドル売りにつながり、ドル／株／債券のトリプル安になる可能性が出てきた」と話す,00000000100
2501,0,米連邦準備理事会（FRB）は16日、公定歩合を3.50％から3.25％に引き下げ、即日実施するとの声明を発表した,00000000100
2501,1,また、プライマリーディーラーが公定歩合でニューヨーク連銀から資金を借りられる新たな貸出制度を創設することを明らかにした,00000000100
2501,4,公定歩合の引き下げでも、市場の不安感を払拭するには至らなかったということだ,00000000100
2501,8,●究極的に資本注入が必要＜エコノミスト岡田靖氏＞米連邦準備理事会（FRB）の公定歩合引き下げは、米連邦公開市場委員会（FOMC）での利下げ決定前の準備的措置だろう,00000000100
2501,9,公定歩合引き下げはFRBが危機モードを高めた証ではあるが、流動性供給措置であり、コアの金融政策とはいえない,00000000100
2503,1,公定歩合を3.50％から3.25％に引き下げ、即日実施するとともに、プライマリーディーラーが公定歩合でニューヨーク連銀から資金を借りられる新たな貸出制度を創設することを予想外の声明で明らかにした,00000000100
2503,2,今回の引き下げにより、公定歩合はFRBが政策金利としているフェデラルファンド（FF）金利の誘導目標を0.25％上回る水準となる,00000000100
2503,8,また、公定歩合での貸し出し（連銀窓口貸し出し）期間を30日から90日に延長することを決めた,00000000100
2503,11,18日の連邦公開市場委員会（FOMC）でFRBは、FF金利を最大で1％ポイント引き下げると幅広く予想されている,00000000100
2505,11,米金融当局は、JPモルガンチェース(JPM)を通じたベアースターンズBSCへの緊急の融資枠設定に続いて公定歩合引き下げなど矢継ぎ早に手を打ってきているが、資金繰り支援にとどまっておりサブプライム問題で生じた損失に直接手を差しのべるわけではない,00000000100
2506,2,米JPモルガンチェース(JPM.N)が米ベアースターンズBSC.Nを買収すると発表したこと、米連邦準備理事会（FRB）が公定歩合を引き下げたことを背景に、金融システムのぜい弱さがあらためて意識された,00000000100
2506,4,きょうのアジアの取引が始まる前、FRBは公定歩合を3.50％から3.25％に引き下げ、即日実施するとともに、プライマリーディーラーが公定歩合でニューヨーク連銀から資金を借りられる新たな貸出制度を創設することを盛り込んだ、予想外の声明を発表した,00000000100
2508,1,公定歩合を3.50％から3.25％に引き下げ、即日実施するとともに、プライマリーディーラー（米政府証券公認ディーラー）が公定歩合でニューヨーク連銀から資金を借りられる新たな貸出制度を創設することを予想外の声明で明らかにした,00000000100
2508,7,今回の措置は、金融危機が米経済の深刻なリセッション（景気後退）に発展するのを回避しようとしてFRBが発動した危機対応策の一環で、FRBはさらに18日の連邦公開市場委員会（FOMC）で政策金利としているフェデラルファンド（FF）金利の誘導目標を最大で1％ポイント引き下げると予想されている,00000000100
2508,11,今回の引き下げにより、公定歩合はFF金利の誘導目標を0.25％上回る水準となる,00000000100
2509,3,ベアー買収の発表からほとんど間髪置かず、FRBが緊急の公定歩合引き下げと新貸し出し制度の創設を発表した,00000000100
2510,2,米連邦準備理事会（FRB）は日本時間の17日朝、公定歩合を3.25％へと0.25％ポイント引き下げたが、ドル安／円高の進行を抑えるには至っていない,00000000100
2510,4,週明け東京市場は、前週末からのドル売りの流れを受け継いだが、米JPモルガンチェース(JPM.N)の米ベアースターンズBSC.N買収、FRBが公定歩合を3.25％へ引き下げたことなどを受けて、ドルは98円台から一時99円付近へ急反発,00000000100
2515,4,米ベアースターンズBSC.Nの救済策や米連邦準備理事会（FRB）による緊急の公定歩合引き下げなどの措置も、市場の不安心理を緩和させることはできなかった,00000000100
2517,1,その直後、連邦準備理事会（FRB）は公定歩合を引き下げ、プライマリーディーラー向けの新融資制度の創設も発表した,00000000100
2518,3,そうでなければ、わざわざ日曜の深夜に公定歩合を引き下げたりしないだろう,00000000100
2518,8,米連邦準備理事会（FRB）は16日深夜、公定歩合を0.25％ポイント引き下げ3.25％とし、即日実施するとの声明を発表した,00000000100
2521,0,米連邦準備理事会（FRB）は、公定歩合による新たな貸出制度を発表した,00000000100
2521,6,同じ16日、FRBは公定歩合の0.25％ポイント引き下げに踏み切るとともに、JPモルガンのベアー買収を支援するため、最大300億ドルのベアーの流動性の低い資産に対する特別融資枠設定を承認した,00000000100
2522,9,もっとも、米国の信用不安がドル安の背景にある中、日本時間の17日朝に米連邦準備理事会（FRB）が緊急に公定歩合を引き下げたにもかかわらず、ドル安に歯止めがかかることはなかった,00000000100
2532,7,＜高金利通貨建て債券、円高でも人気＞しかし、豪ドルのように高い利回りが期待できる高金利通貨の相場では、豪ドル／円がここ数カ月間のレンジで、90円台─100円台での一進一退となっており相対的に安定し、投資家の人気は根強い,00000000100
2534,1,FRBの公定歩合引き下げにもかかわらず、わずか数時間で3円を超えるドル安が進み、ドル／円は12年7カ月ぶり円高水準の95.77円まで急落した,00000000100
2535,6,銀行間での不安の高まりを背景に、この日のLIBOR（ロンドン銀行間取引金利）は、翌日物ポンド金利が政策金利の5.25％を0.25％ポイント強上回った,00000000100
2536,3,FRBが16日に実施した公定歩合引き下げなどの措置については「FRBは金融市場の秩序回復に向け迅速に行動した,00000000100
2547,1,同氏はCNBCテレビに対し、現在3％のFF金利について「2％まで低下する必要がある,00000000100
2547,3,金利先物市場ではFF金利が2％に引き下げられることをほぼ織り込んでいる,00000000100
2566,8,FRBは公定歩合を引き下げ、JPモルガン(JPM.N)のベアー買収も支援,00000000100
2583,1,公定歩合も0.75％引き下げ2.50％とした,00000000100
2583,4,FOMCはFF金利の引き下げを8対2で決定,00000000100
