parentid,childid,body,category
21098,7,バンクオブニューヨークメロンのシニア為替ストラテジスト、マイケルウールフォーク氏によると、ロシアはドル買い介入を行った少なくとも6行の中銀のうちの1行とされている,00010000000
21098,8,これら中銀がドル買い介入を実施したとみられるものの、主要6通貨に対するICEフューチャーズUS（旧NY商品取引所）ドル指数は一時0.9％下落し、14カ月ぶりの低水準となる75.798をつけた,00010000000
21169,3,ロシア中銀はドル買い介入を実施し、ルーブルの上昇を小幅にとどめるため、7億ドル相当の介入ごとに介入水準を5コペイカ変更している,00010000000
22341,1,韓国中央銀行はウォン高に歯止めをかけるため、市場介入を実施した,00010000000
22341,7,トレーダーによると、韓国の外為当局は、ウォン高抑制のためドル買い介入を実施した,00010000000
22508,7,中国政府は、国内景気回復が確実になるまで、少なくとも2010年半ばまで、人民元レートをさほど変動させない可能性が高く、早期の人民元切り上げを予想している投資家は期待を裏切られる可能性がある,00010000000
22557,8,人民元切り上げに対する圧力は強い,00010000000
22621,1,中国と主要国との不均衡は人民元が過小評価されていることが原因として、国際社会では人民元切り上げを求める声が強いが、中国当局は、今週オバマ米大統領が訪問した際もその圧力に屈する気配はみせなかった,00010000000
22877,7,政府のけん制トーンの強まりとともに、為替市場では市場介入に対する警戒感も強まりつつある,00010000000
23126,8,中国は、世界の不均衡問題で人民元切り上げを求められている,00010000000
