parentid,childid,body,category
261,4,バーナンキ議長は、原油高や株安、住宅価格の下落などの諸要因が今年の個人消費に悪影響を及ぼすだろうとし「2008年の実体経済活動の基調見通しは悪化し、成長に対する下振れリスクが一段と明確になったことが最新の情報からうかがえる」と述べた,00100010000
269,7,議長は、原油高や株安、住宅価格の下落などの諸要因が今年の個人消費に悪影響を及ぼすだろうとし「2008年の実体経済活動の基調見通しは悪化し、成長に対する下振れリスクが一段と明確になったことが最新の情報からうかがえる」と述べた,00100010000
273,2,10日の株式市場では両社の株価は下落した,00100000000
280,1,この金額は、サブプライムローン（信用度の低い借り手向け住宅ローン）問題で同社の株価が押し下げられる以前の水準をかなり下回っている,00100000000
282,10,「米国ではバーナンキ米連邦準備理事会（FRB）議長発言で0.5％利下げの見通しもたってきたが、米国株の戻りも弱く日本株を押し上げるには至っていない」（大手証券関係者）という,00100000000
284,2,10日の株式市場では、承認の観測で中国連合通信（チャイナユニコム）(0762.HK)が7％、中国電信（チャイナテレコム）が6％上昇した,00100000000
299,4,バーナンキ議長は、原油高や株安、住宅価格の下落などの諸要因が今年の個人消費に悪影響を及ぼすだろうとし「2008年の実体経済活動の基調見通しは悪化し、成長に対する下振れリスクが一段と明確になったことが最新の情報からうかがえる」と述べた,00100010000
307,7,議長は、原油高や株安、住宅価格の下落などの諸要因が今年の個人消費に悪影響を及ぼすだろうとし「2008年の実体経済活動の基調見通しは悪化し、成長に対する下振れリスクが一段と明確になったことが最新の情報からうかがえる」と述べた,00100010000
311,2,10日の株式市場では両社の株価は下落した,00100000000
318,1,この金額は、サブプライムローン（信用度の低い借り手向け住宅ローン）問題で同社の株価が押し下げられる以前の水準をかなり下回っている,00100000000
320,10,「米国ではバーナンキ米連邦準備理事会（FRB）議長発言で0.5％利下げの見通しもたってきたが、米国株の戻りも弱く日本株を押し上げるには至っていない」（大手証券関係者）という,00100000000
322,2,10日の株式市場では、承認の観測で中国連合通信（チャイナユニコム）(0762.HK)が7％、中国電信（チャイナテレコム）が6％上昇した,00100000000
326,0,株式市場は先物主導で軟調な動きを続けているが、その要因として日経リンク債のノックインに絡む思惑がまたぞろ浮上している,00100000000
326,6,投資家の人気を集めているノックイン条項型の日経リンク債の場合、当初に定められた期間中に決められた「ノックイン価格（バリア）」に1度もタッチしなければ、投資家は高い利回りを得られるが、バリアにタッチすると償還額は日経平均株価に連動することになる,00100000100
326,7,株価が上昇基調にある時や、変動が少ないときは問題ないが、相場が急落すると状況は一変する,00100000000
326,8,「株安に乗じてノックインを狙った売り仕掛けが先物に出ている可能性もある」（ユニマット山丸証券法人営業部マネージャーの藤井勝行氏）という,00100000000
326,15,デルタヘッジと呼ばれるこの手法は、株価がバリアから放れていれば少ないヘッジで済むが、バリアに接近するとオプションの発生確率が高まるため、幾何級数的にヘッジ量を増やさなければならないという特徴がある,00100000000
328,2,とりわけ株式市場では貴金属のリサイクル会社が収益向上期待から注目された,00100000000
328,13,こうした状況を背景に、株式市場においては金地金を精錬販売する企業が注目されている,00100000000
334,12,投資家から見放され理由もなく下げている日本株は、どこかで見直される可能性はあるだろう,00100000000
335,4,＜トップ10は中国株投信7、インド株投信3＞リッパーによると、国内籍追加型投信の07年騰落率ランキングでは上位10本のうち、7本が中国株投信、3本がインド株投信となり、急速な経済成長を背景に急騰した株価の恩恵を受ける形となった,00100000000
336,2,長引く国内の超低金利と日本株の低迷で海外に目が向かっている個人マネーの姿が浮かび上がった,00100000000
337,0,週末11日の東京市場は、株安／債券高が大幅に進み、日経平均は1万4000円台を維持できるかが注目される水準まで下落し、長期金利は1.4％前半に低下した,00100000100
337,2,ただ、日本経済への懸念が市場関係者の間で注目度を高める展開になっていることが株安の大きな要因との指摘も多く、東京市場は相場の基調が変化する大きな潮目を迎えようとしている,00100000000
337,3,＜NYタイムズの米投資銀損失拡大の報道、株安／債券高に拍車＞11日の日経平均は大幅続落,00100000000
337,6,メリルリンチの損失拡大を伝えるニュースが昼休みに伝わり、午後の取引開始直後から株価の下げが大きくなり、日経平均は200円を超える下落となった,00100000000
337,8,＜小売不動産株に売り、日本経済のぜい弱さを嫌気＞ただ、そのニュースが東京市場で広がる前から、日本株は独歩安,00100000000
337,9,米株高にもかかわらず日本株が大きく売られたのは、日本経済への不信感が強まったためだ,00100000000
341,1,現在の金融市場は、米経済の景気後退観測と金融機関の信用問題に揺れており、不透明感が強まるようだと、株安／ドル安／債券高が一段と進行しやすくなる、との見方が多い,00100000000
347,6,週足では、ダウが1.5％安、ナスダックが2.6％安、S&Pが0.8％安,00100000000
348,1,ジャスダックは「自主独立」の路線を修正し、ジャスダック株式の7割を保有する日証協が、同株式を大証に売却する交渉に協力していく,00100000000
348,4,ジャスダック株の譲渡を提案し、大証とジャスダックの統合に向けた本格的な交渉に入った,00100000000
348,5,ジャスダックの筒井高志社長は11日、日証協の安東会長と都内で会談し、大証との交渉について説明を受けた,00100000000
348,7,大証はジャスダックが進める新売買システムの開発中止を求めている,00100000000
348,8,さらに株式取得にあたってはジャスダックの子会社化を条件にしている,00100000000
348,9,ジャスダックは日証協と大証の交渉に協力はするものの、実際の経営統合に向けて独自の条件を提示する考えで、場合によっては統合交渉が難航する可能性もある,00100000000
361,2,来週の日経平均株価の予想レンジは、1万3900円─1万4500円,00100000000
387,0,渡辺喜美金融担当相は15日の閣議後の記者会見で、昨年来からの株安について「ドルベースでみれば日本市場だけがとりわけ下がっているということではない」との認識を示した,00100000000
387,3,さらに「ドルベースでみれば昨年の8月くらいにサブプライム問題が顕在化してから、米国市場日本市場ともに11―12％くらいの下落になっている」として、日本株だけが極端に下落しているわけではないとの考えを示した,00100000000
397,1,株安は為替市場で円高／ドル安の材料にもなり、ドルは再び107円台に落ち込んだ,00100000000
397,3,米企業の好決算に関してもドル安効果が表れただけとして、円高に直面する日本株の買い材料にはなっていない,00100000000
397,4,株安／円高の連鎖に一段と弾みがつきかねない状況だ,00100000000
397,5,＜日米で異なる為替要因＞株式市場では日経平均が2年2カ月ぶりに1万4000円割れとなった,00100000000
397,7,午後に入って株安／円高の相場展開になった,00100000000
397,8,前日の米国株式市場は、IBM(IBM.N)が発表した第4四半期の暫定決算が強い内容となったことが好感されたものの、IBMの収入増の半分以上はドル安効果によるものであり、「円高が収益の足かせとなる日本株は素直に買えない,00100000000
397,10,「為替相場はゼロサムゲームであり、米企業がドル安で得をする場合、日本の企業は円高で損をする」（みずほ証券チーフマーケットエコノミストの上野泰也氏）との見方が浸透しており、午後の株安も107円台に進んだ円高が契機になった,00100000000
397,11,三菱UFJ投信のストラテジスト、石金淳氏は、円高になれば中長的には1）日本企業にとってコストダウン効果が期待できる、2）購買力が増加する、3）海外投資家にとって為替益が見込めるため日本株への投資妙味が出る、など日本株にとってプラスとなるとみているが、センチメントが悪い中では業績の下方修正という短期的なリスクが意識されやすくなっている,00100000000
398,6,株価は下がっているものの買いのタイミングはまだ早いと投資家は考えているようだ,00100000000
398,9,米国の住宅市場が底打ちし、これ以上、サブプライムローン（信用度の低い借り手向け住宅ローン）関連債券の損失が広がらないという確信を投資家が持てないと本当の意味での株式市場のリバウンドはないとみている,00100000000
401,1,ジャスダックは自主独立の路線を修正し、ジャスダック株の7割保有する日本証券業協会が、同社株を大証に売却する交渉に協力していく,00100000000
401,2,大証は、ジャスダックとの統合の条件として、システムの一本化を求めている,00100000000
401,3,関係者によると、ジャスダックは28日定例取締役会で、2009年に稼動予定の自主システムの開発中断を正式に決定する見通し,00100000000
401,4,また、ジャスダックとしても、大証との統合に対しては、独自の条件をとりまとめて提示する意向,00100000000
401,5,ジャスダックの筒井高志社長は15日、臨時取締役会を受けて、日証協大証の株式売却の協議について「当取引所を中心に再編され、さらに良い市場に向けて検討が進められることが前提と認識している」としたうえで「大証が提示する条件と当取引所が必要不可欠だと考える条件が話し合われることを期待したい」とのコメントを発表した,00100000000
403,4,メリルが発行する優先株を1400億円弱程度引き受ける方向で調整しており、近く合意する見通し,00100000000
404,5,SBIイートレード証券が2004年11月に新規公開（IPO）上場した際は、独自の資金調達手段の確保や金融機関としての信用力向上が主な目的だったが、その後は社債や公募増資での資金調達や銀行によるシンジケートローン（協調融資）などで資本増強が進み、IPO時に比べると上場メリットが薄れたことも背景にある,00100001000
404,8,6月25日に開催予定のSBIイートレード証券の定時株主総会で、株主の承認が得られれば、SBIイートレード証券の株式は7月28日付で上場廃止になる見込み,00100000000
405,2,株式市場は、円高や世界景気減速の影響で今後起こりうる悪材料を事前に織り込もうとしており、まさに陰の極ともいえる状況だ,00100000000
405,5,「円高が収益の足かせとなる日本株は素直に買えない」（準大手証券エクイティ部）という,00100000000
405,8,現状の為替レートは余裕を残しているが、「株価は世界景気のスローダウンと、それに伴う企業業績の悪化も織り込んでいる,00100000000
405,10,株価は下がっているものの買いのタイミングはまだ早いと投資家は考えているようだ」（野村証券チーフストラテジストの岩澤誠一郎氏）,00100000000
405,23,吉野氏によれば、日本株は昨年以降のパフォーマンスが悪いこと自体が売り材料だという,00100000000
407,0,日本経団連の御手洗冨士夫会長（キヤノン(7751.T)会長）は15日の定例会見で、同日の日経平均株価の終値が1万4000円を割り込んだことについて、米国の景況感悪化やドルに対する円高の進行、建築基準法改正に伴う国内住宅着工の落ち込みなどを要因に挙げた,00100000000
407,1,同会長は日本企業の体質は強化されているとして、「景気の回復とともに株価も急回復してくる」と強調し、現政権下での「改革後退」が株安に大きく影響しているとの見方を否定した,00100000000
407,2,15日の日経平均株価（1万3972円）は、小泉純一郎元首相が01年4月26日に政権を発足させた時の株価（1万3973円）とほぼ同じとなった,00100000000
407,3,最近の株安は、サブプライムローン（信用度の低い個人向け住宅融資）問題をきっかけとした米経済の悪化懸念だけでなく、国会の「衆参ねじれ」のもと日本の改革後退が海外勢から嫌気されているとの見方も根強い,00100000000
407,4,御手洗会長は、改革の停滞も株安の一因ではとの質問に対し、「一概には言えない」と答え、「小泉時代と今とは、株価は同じでも、リストラの成果で日本企業の中身は全く違う」と語った,00100000000
409,7,今、株価の下落や、それによって景気の先行きがどうなるか、原油高騰なども考えると予算関連法案などの審議の遅れは国民生活に打撃を与える」と強調し、「野党のご理解とご協力をお願いしたい」と呼びかけるとともに「私たちもできるだけ丁寧な説明をしていかなければならないと痛感している」と語った,00100000000
410,2,優先株の配当は年9％となる,00100000000
414,3,優先株の条件は、期間2年9カ月で配当年9％,00100000000
414,6,優先株を引き受けるみずほCBなど各出資者は、9.9％超（今回の優先株を含む）のメリル株取得や、経営権を取得するような提案をしてはならないとの条件が設定してある,00100000000
414,7,さらに、増資完了から1年間は、引き受けた優先株の転売やヘッジ目的の売買に使ってはならないとしている,00100000000
416,13,引き受けた優先株に普通株への転換権はあるが、転換しても出資比率は数％程度,00100000000
417,1,第1四半期の業績予想もさえず、株価は引け後の時間外取引で15％近く下落した,00100000000
419,3,シティグループはサブプライム関連で181億ドルの評価損を計上し、四半期配当を削減、株価は7％以上下落した,00100000000
420,9,海外勢が日本株はずしのスタンスを変えないなかで「株価の下落で3月末をにらんで国内企業の持ち株に評価損が出る可能性が出てきた」（投信）ことで、今後は国内勢による需給悪化の懸念もある,00100000000
424,7,またジーク証券投資情報室長の水谷秀夫氏は「予想を上回ったことで株価にとってプラス材料になりそうだ,00100000000
429,7,株価の動向は機械受注の結果にも大きく影響されそうだ,00100000000
434,11,銀行株にも切り返す銘柄が出てきたほか、先物も前場終盤には買い戻しが活発化し、日経平均は急速に下げ渋った,00100000000
435,3,額賀財務相は「株式市場や為替市場などでいろいろな動きがあることは承知しているが、さまざまな経済指標について、今後も注意深く見守っていきたい」とし、為替について「一般論から言えば、急激な変動は好ましくない」と述べた,00100000000
438,5,米株安を背景に日経平均株価が一時、前日比300円を超える下げとなったことを手掛かりにリスク回避の円買いが強まり、ドルは前日海外の安値を下回って下落,00100000000
438,14,一部の国内メディアが、米銀だけでなく国内金融機関に損失が拡大する公算が大きくなっていると伝えたことなどを受けて「邦銀の業績悪化でも株価の下落につながれば、リスク回避の円買いにつながる可能性がある」（さらに別の邦銀）との見方が浮上したという,00100000000
440,5,円に魅力があって買われているわけではないため、株安に歯止めがかかれば円高も収まるだろうが、現在のところ、その見通しが立たない,00100000000
441,0,日本株の下げが止まらないが、日本株を運用するさわかみ投信（東京都千代田区）は長期投資対象として有望な個別銘柄を買うチャンスと捉え、積極的に買い増ししている,00100000000
441,1,同社の澤上篤人社長は15日、ロイターとのインタビューで「世界の人口増に伴う物不足を解消するため、世界で供給体制の増強投資が加速する見通しで、資源、代替エネルギー、新素材の開発などで貢献できる日本企業は多く、今は日本株を目いっぱい買っている」と述べた,00100000000
442,1,日経平均株価が一時370円超下げた一方、長期金利が節目の1.4％を割り込んだ,00100000100
442,3,米経済を下支えていた個人消費にまで減速感が強まっていることから、市場の関心はドル安／株安／債券高がどこまで深くなるかに集まっている,00100010000
442,5,＜政策の催促相場＞株式市場では日経平均が続落、下値を切り下げる地合いが続いている,00100000000
442,8,日本株はGLOBEX（米時間外金融先物取引）をにらみ今晩の米株市場を先取りする動きとなっている」（東海東京調査センター、シニアマーケットアナリストの矢野正義氏）との声が出ている,00100000000
442,18,これまで組み入れていたディフェンシブ性の強い銘柄を減らし、銀行株のウエートを上げるなど攻撃的なポートフォリオに組み替えている,00100000000
443,2,一方、市場では「現状のまま推移すれば金融危機が実体経済に波及し、株式市場は長い低迷期に入るが、米当局は日本のバブル崩壊をよく研究している,00100000000
443,3,金融緩和に減税とあらゆる政策を打ってくる可能性が大きい」（国内証券エコノミスト）と株価の突っ込み警戒感を指摘する声も出ている,00100000000
445,0,東京市場では16日、株安を手掛かりに円買いがさらに進み、ドルは106.00円付近に控えるオプションの防戦買いを突破して下落,00100000000
445,4,「株価が下げ止まらない限り円買いもとまらない」（邦銀）という,00100000000
448,11,市場では「配当利回りなどの面から日本株の買い妙味が強まっており、ここからの下げ余地は限定的,00100000000
448,14,株式のウエートを下げるなかで日本株への売りは今後継続的に出てくる,00100000000
448,17,いったんは切り返した三菱UFJフィナンシャルグループ(8306.T)など銀行株への買いも続かず、わずかに武田薬品工業(4502.T)など薬品株や東京電力(9501.T)などガス電力株といったディフェンシブ株に買いが入るにとどまった,00100000000
454,3,＜みずほは7カ月で株価半分に＞大手銀行株のうち最も下げがきついのがみずほフィナンシャルグループだ,00100000000
459,0,福田康夫首相は16日夜、株価の大幅な下落が続いていることについて「日本だけということではない,00100000000
473,9,市場では「0.5％を軸とする利下げ期待が株価のサポートになりそうだ,00100000000
475,3,三菱UFJフィナンシャルグループ(8306.T)など銀行株も買いが先行し、寄り付き後間もなく、日経平均は一時、1万3600円台を回復した,00100000000
477,11,昨年8月のように（利下げが）株価の下げ圧力を緩和するというのが現在の認識だ」と述べた,00100000000
483,6,急落した16日の東京株式市場では当初、米シティグループ(C.N)の決算がサブプライムローン（信用度の低い借り手向け住宅ローン）問題でアク抜け感を誘うとみられていたが、12月の米小売売上高が予想外に減少、07年全体の伸びは02年以来の低水準となったことで、米国景気に対する不安が一気に高まり「株式市場の関心が金融問題から実体経済に移り、輸出関連株に不安感が広がった」（東洋証券シニアストラテジストの児玉克彦氏）という,00100000000
487,1,午前中、ドル安の一服を受けて日経平均株価は200円以上上昇する場面がみられたものの、午後に入ると、アジア株安などを嫌気して一転してマイナスに落ち込み昨年来の安値を更新,00100000000
487,5,底流には日本株を買う投資主体が出てこないことがあり、一部で期待されていたオイルマネーによる日本株買いは早くも息切れの様相だ,00100000000
487,6,＜株価は乱高下＞株式市場では日経平均が5日ぶりに反発して始まったものの、午後に入ると下げに転じ、連日の昨年来安値更新となった,00100000000
487,7,香港、中国などアジア株が全般に軟調ななか、先物売りが強まった,00100000000
492,11,グローベックス市場で米国株の先物が上昇したことで17日の米国株への期待が出たほか「これまで東京市場を圧迫していた欧州勢によるTOPIXのETFの売りがやんだ」（準大手証券）ことも需給改善に寄与したという,00100000000
492,12,17日の米メリルリンチMER.Nの決算発表についても「これまでの株価の下げで株価はかなり織り込んだ」（銀行系証券）との見方が広がった,00100000000
492,13,ただ、きょうの上昇は自律反発の側面も大きく「株価の底打ち確認には至らない」（準大手証券）との声が上がっている,00100000000
