head,date,body,category
米経済、住宅低迷でも成長続く見通し＝ポールソン財務長官,2008/01/8,ポールソン米財務長官は7日、住宅市場の低迷にもかかわらず米経済は成長を続けるとの見方を示した。長官は講演後に「住宅市場の低迷はここしばらくの間、経済の重しとなってきたが、これが経済の他の分野に波及していることを示す証拠は多くはない」と述べた。また、住宅市場の低迷は「当面続く」としながらも、「米経済には回復力があり、成長を続けるだろう」と語った。,10
米政府、経済を強化する方法を検討＝米財務長官,2008/01/8,ポールソン米財務長官は7日、ブッシュ政権が経済を強化する方法について検討していると述べた。ただ、経済成長を刺激するために財政政策を用いることについては何も決定していないとした。長官は講演後の質疑応答で「（ブッシュ）政権は経済を一段と強化するためにどのような措置をとるべきか検討している」と述べた。一方長官は、財政政策の活用についてブッシュ大統領は「何らかの行動を提案するかどうかまだ決定を下していない」と語った。,10
再送：景気刺激措置を急ぐことを望んでいない＝米財務長官,2008/01/8,ポールソン米財務長官は7日、米経済が住宅市場の調整を切り抜けるなか、政府がどのように景気を後押ししていくか検討しているものの、措置の実施を急ぐことは望んでいないとの見方を示した。長官は講演原稿の抜粋で「われわれの当座の目的は実体経済への影響を最小限に抑えること」と指摘。「これは、次の手段を慎重に判断するため忍耐が要求される。政策を急いで発表するより、現在の状況を切り抜け、政策をしっかりと進めることがより重要」と述べた。長官は、この数年での銀行や住宅ローン会社による「緩い」融資慣行や、価格があまりにも急速に上昇したことを受け、米住宅市場の調整が「不可避で必要」だったと指摘。「単一の政策や措置がこの数年でのだぶつきを収束させることはない、ということを明確にしたい」としたうえで、米政府が「直面しているリスクを認識しており」、できる限り力強い経済を維持することを目指していくと述べた。＊一部表現を手直しして再送します。,10
ポールソン米財務長官、早急な景気刺激策を望まず,2008/01/8,ポールソン米財務長官は7日、 米経済が住宅市場の調整を切り抜けるなか、政府がどのように景気を後押ししていくか検討しているものの、措置の実施を急ぐことは望んでいないとの見方を示した。長官は講演で「われわれの当座の目的は実体経済への影響を最小限に抑えること」と指摘。「これは、次の手段を慎重に判断するため忍耐が要求される。政策を急いで発表するより、現在の状況を切り抜け、政策をしっかりと進めることがより重要」と述べた。長官は、経済への影響が前週末の弱い雇用統計にすでに現れており「向こう数週間数カ月にかけて景気減速の徴候がさらにみられる可能性が高い」とした。「住宅販売在庫の積み増しは調整を長引かせ、間違いなく最大の下向きリスクだ」とも語った。一方、講演後の質疑応答では「住宅市場の低迷はここしばらくの間、経済の重しとなってきたが、これが経済の他の分野に波及していることを示す証拠は多くはない」とし、住宅市場の低迷は当面続くが「米経済には回復力があり、成長を続けるだろう」と指摘した。また「（ブッシュ）政権は経済を一段と強化するためにどのような措置をとるべきか検討している」が、どのような方策をとるかについてブッシュ大統領はまだ決めていない、とした。ポールソン長官は、この数年での銀行や住宅ローン会社による「緩い」融資慣行や、価格があまりにも急速に上昇したことを受け、米住宅市場の調整が「不可避で必要」だったと指摘。同時に、米経済は1990年代初頭の金融システム問題や同年代終盤のインターネットバブル崩壊を乗り切ったように、今回も危機を乗り切るだろうと述べた。減税については恒久化を後押しするとし「増税は足元の経済で最も避けるべきこと」とした。為替については強いドルを支持すると強調、為替について心配はないとした。金融機関の評価損計上については継続中だが、長期的なバランスシート強化が期待できるため驚くに値しないと指摘。「（評価損計上は）市場の行動規律であり、時間とともに市場心理を高めるはずだ」と述べた。,10
強いドルは米国の利益、米経済の成長は続く＝米財務長官,2008/01/9,ポールソン米財務長官は8日、強いドルは米国の利益だと述べた。また、米経済が力強く推移するとの見通しを示した。長官はCNBCテレビとのインタビューで、最近の経済指標が「強弱まちまち」とした上で、米政府は景気拡大を維持するためすべての選択肢を検討しているが、結論には至っていないと述べた。「消費者は現在、数多くの課題に直面している」と指摘。「力強い米経済維持に向けあらゆる措置を講じることができるよう、さまざまな選択肢を検討している」と語った。,10
米政府、現段階で景気対策が必要か決定せず＝米財務長官,2008/01/9,ポールソン米財務長官は8日、米経済が逆風に直面していることを認める一方、現段階では新たな景気対策が必要かどうか決定していないと述べた。長官はCNBCテレビとのインタビューで「経済指標は強弱まちまちであり、非常に注視している」とした上で「米経済は強い逆風に直面しているが、経済成長は今後も続くだろう」と述べた。政府は景気対策を実施するかどうかとの質問には「力強い米経済の維持に向けあらゆる措置を講じることができるよう、さまざまな選択肢を検討している」と述べるにとどめた。たとえ大統領が何を決定したとしても、自身が先んじて発言することは適切ではないとの考えを示した。また「消費者は現在数多くの課題に直面している。住宅市場は間違いなく最大のリスクであり、クレジット市場の混乱、雇用状況、エネルギー価格といった問題もある。ただ、消費支出と企業の設備投資は非常に底堅い」と述べた。住宅価格の下落については、住宅市場は持続不可能な成長が長期間続いたと指摘。特効薬はないとして、近いうちに上向く可能性は低いとの見方を示した。このほか、中国は人民元の上昇を加速するべきだとの見解を示す一方、対中貿易赤字の拡大に主に影響しているのは通貨ではなく、経済不均衡だと指摘。米国と中国の貯蓄率の違いを挙げ、不均衡是正に向けて中国に内需を促進するよう求めていると話した。,10
米経済は景気後退に陥っていないが、リスクは深刻＝全米経済研所長,2008/01/9,全米経済研究所（NBER）のフェルドスタイン所長は8日、米経済は景気後退に陥っていないものの、景気後退の「深刻なリスク」が存在するとの認識を示した。ポールソン米財務長官はこの日、CNBCテレビとのインタビューで、景気は鈍化するものの成長は継続する可能性が高いと述べた。フェルドスタイン所長は同長官の見方に賛同するかと尋ねられ、今後1─2四半期で最も実現性の高いシナリオだとする一方で「それ以上に景気が悪化し、実際に低迷に至る可能性のある深刻なリスクが存在する」と指摘した。「今のところは景気後退に陥っていないと考える」と語った。所長はまた、景気下支えのために財政面での刺激策が必要との考えを改めて示した。さらに、米連邦準備理事会（FRB）は追加利下をすべきだと述べた。,10
米政策金利、年央までに3％に引き下げられる可能性＝ピムコのグロース氏,2008/01/9,世界最大の債券ファンド投資会社、パシフィックインベストメントマネジメント（PIMCO）の最高投資責任者（CIO）であるビルグロース氏は、米連邦準備理事会（FRB）が2008年半ばまでに政策金利を現行の4.25％から3％に引き下げる可能性が高いとの見方を示した。8日（訂正）に公表された投資見通しのなかで述べた。グロース氏は、金融機関のクレジットデフォルトスワップ（CDS）に絡む損失が2500億ドル程度になるとの見通しを示した。また、2008年はCDS絡みの損失のほか商業用不動産、クレジットカード関連の損失も予想されるとし、信用収縮がリセッション（景気後退）につながる原因になると指摘した。,10
UBS、追加資本注入は必要ない─CEO＝新聞,2008/01/9,スイス銀行大手UBSUBSN.VXのマルセルローナー最高経営責任者（CEO）は、同行のリスクエクスポージャーは大幅に低下し、追加資本注入の必要はないとの見方を示した。ローナーCEOはスイスのハンデルスツァイトゥング紙とのインタビューで「リスクポジションは大幅に低下した」と語った。インタビューの内容は8日の掲載前に発表された。新たな資本注入が必要かとの質問に対しては「その必要はない。130億スイスフラン（116億5000万ドル）規模の新たな資本注入や、現金配当を株式配当に変えたことで資本ベースを十分に強くできる」と語った。さらに同CEOは、UBSは自社株買いや配当支の払いにより、余剰資金を株主に還元する意向だと語った。この報道を受けUBS株は上昇、1600GMT（日本時間9日午前1時）時点で2.99％高となっている。,10
追加利下げに予断を持たず＝米フィラデルフィア地区連銀総裁,2008/01/9,米フィラデルフィア地区連銀のプロッサー総裁は8日、追加利下げについてオープンであり、経済見通しに左右される金利に関して予断を持っていないと述べた。総裁は当地の商工会議所で経済見通しについて講演した後、記者団に対して「景気は弱含むだろう。問題はどれほど弱まるか、それが経済全般に波及するかだ」と指摘。「金融政策が難しい時だ。インフレは完全に抑制されていない。期待はほんのわずかだ。私は予断を持っていない」と述べた。,10
08年はEU経済にとって前年より厳しい年に＝スロベニア首相,2008/01/9,スロベニアのヤンシャ首相は8日、2008年はEU経済にとって前年より厳しい年になるとの見通しを示した。同国は今年、欧州連合（EU）の議長国をつとめる。首相は記者会見で「われわれは、2008年は経済面で前年より厳しい年になると認識している」と語った。欧州委員会は11月初め、08年のEU経済成長率は07年の推定2.9％から2.4％に鈍化するとの予想を示した。,10
米経済の見通しに楽観的、住宅問題解決に時間も＝米大統領,2008/01/9,ブッシュ米大統領は8日、米経済の見通しについて「楽観的」であるが、住宅市場低迷の解決には時間がかかる、との認識を示した。大統領はホワイトハウスでのセレモニーで「経済については楽観的だ」と述べる一方、その健全性に関して一部の兆候はまちまちであることを認めた。そのうえで「ファンダメンタルズは良好だが、懸念を生じさせる新たな兆候もある。その中には住宅市場の低迷を示すものが含まれる。解決には時間がかかるだろう」と述べた。全米リアルター協会（NAR）が発表した11月の住宅販売保留指数は、前月比で低下した。エコノミストによると、差し押さえの増加と価格の下落で、住宅市場は今後も低迷が続くとみられている。,10
米ドルがさらに下落すれば問題生じる可能性＝世銀エコノミスト,2008/01/9,世界銀行のチーフエコノミスト、ハンスティマー氏は8日、ドル相場について、今の水準を大幅に超えて下落する必要はないと指摘した上で、米国が景気後退を防ぐため、大幅利下げを行った場合、ドルがさらに下落する可能性があるとの懸念を示した。同氏は、これが現実となれば、世界経済や米経済の減速を力強いパフォーマンスで補ってきた一部の新興国に悪影響を及ぼす可能性があると語った。同氏は、ロイターに対し、ドルの下落は巨額の米経常赤字の縮小につながり、世界経済不均衡の是正を手助けしたと指摘。「これまでのドルの動向は非常に有益だった」と述べた。しかし、米国がリセッション（景気後退）入りした場合や、米金融政策がさらに緩和された場合に、これらの影響でドルが大幅下落すれば問題が生じると警告。「ドルは今後、これ以上大幅に下落する必要はないと考えており、こうした要因を大きなリスクのひとつと捉えている」と語った。,10
米シティ、第2四半期減配の可能性＝Mスタンレー,2008/01/10,同社アナリストのベッツィーグラセック氏は「リセッション（景気後退）の可能性が高まるなか、弱気のシナリオのおそれも強まったため、カバーしている企業セクターでサブプライムローン（信用度の低い借り手向け住宅ローン）や債務担保証券（CDO）へのエクスポージャーが最も高く、資本基盤が最も薄いシティグループはアンダーウエートで据え置く」とした。CDO評価損予想は120億ドルから135億ドルへ、第4四半期の損失予想は1株当たり0.56ドルから0.88ドルへそれぞれ引き上げた。目標株価は1ドル引き下げ、27ドルとした。,10
物価が安定していればドルの大幅下落はない＝米地区連銀総裁,2008/01/10,米セントルイス地区連銀のプール総裁は9日、米国の物価が安定している限りドルが大幅に下落することはないとの見方を示した。一方で、短期的な為替動向の予想は不可能だと語った。総裁は講演後の質疑応答で「米国産の財に対してドルが購買力を維持している限り、ドルが大幅に下落することはない」と述べた。その上で「短期的な為替動向の予測はばくちのようなものだ」と語った。また、連邦住宅抵当金庫（ファニーメイ）FNM.Nと連邦住宅貸付抵当公社（フレディマック）FNM.Nが手がける住宅ローン証券は圧迫されていないとの認識を示した。同総裁は今年の連邦公開市場委員会（FOMC）で投票権を有しておらず、3月末に退官する。,10
ホルムズ海峡で新たな危機発生すれば結果の責任はイラン＝米政府高官,2008/01/10,ブッシュ米大統領の中東歴訪に同行しているハドリー大統領補佐官（国家安全保障問題担当）は9日、ペルシャ湾のホルムズ海峡で米国とイランの艦船の間に新たな危機が発生した場合、イランはその結果の責任を負う必要があると警告した。同補佐官はイスラエルに向かう途中、「イランによる非常に挑発的な行為であり、わが軍とイラン軍との激しい言い争いに発展しかねない、すれすれの出来事だった。彼らは非常に注意深くなる必要がある。なぜなら、もし再び起きれば、彼らがその結果の責任を負うからだ」と述べた。,10
NYSEユーロネクスト、アメリカン証取の買収に向け交渉,2008/01/10,9日付のウォールストリートジャーナル（WSJ）紙によると、NYSEユーロネクストNYX.PANYX.PAは、アメリカン証券取引所（AMEX）の3億5000万ドルでの買収に向けて交渉を進めている。同紙が関係筋の話として伝えた。NYSEユーロネクストの代表者はコメントを控えた。AMEXからのコメントは得られていない。買収が実現すれば、ニューヨーク証券取引所（NYSE）のオプション市場での地盤が広がる。NYSEとナスダックストックマーケット(NDAQ.O)は共に、オプション市場への進出拡大を目指している。,10
世界経済、リセッションに陥るリスク高まる＝08年国連経済見通し,2008/01/10,国連は9日、「2008年の世界経済状況と見通し」を発表し、米国の住宅市場の落ち込みと信用収縮に加え、ドル安などにより、世界経済が停滞するリスクが高まっているとの認識を示した。2008年の世界経済の成長率は3.4％となり、昨年実績をやや下回る見通しだが、悲観的な見通しでは1.6％程度に落ち込む可能性もあるとしている報告は、昨年の米住宅バブル崩壊のほか、サブプライム危機により、世界の金融市場での先行き不透明感が強まったと指摘。また、ドル安に加え、中国や日本など黒字国と米国など大幅赤字国間の不均衡により、世界経済が落ち込む可能性があるとしている。その上で、これらの米国の問題により、世界経済がリセッションに陥り、世界経済の不均衡調整が無秩序に起きる可能性があり、「最近の世界的な金融混乱でこれらのリスクが高まっている」と指摘した。国連は昨年の報告で07年の世界経済の成長率が3.2％に落ち込むとの悲観的な予想を示していたが、今回の報告では推定3.7％としている。米国の今年の成長率見通しは2.0％で昨年の実績見通しは2.2％。しかし、米国の住宅価格が最大15％下落すれば、米国の経済成長はほぼなくなる。日本と欧州の経済は生産能力の限界近辺で稼動しているため、米経済の落ち込み分をカバーできないとしている。,10
米大統領、イランが米艦船攻撃すれば「重大な結果」招くと警告,2008/01/10,ブッシュ米大統領は9日、イランに対し、ペルシャ湾で米国の艦船を攻撃すれば「重大な結果を招く」と警告した。また、すべての選択肢について検討していると付け加えた。中東歴訪中の大統領はイスラエルでの記者会見で「攻撃するな、というのがわたしからのアドバイスだ」とした上で、「米国はこの意向を公に明らかにしており、イランは米国の立場を知っている。イランが米国の艦船を攻撃すれば、重大な結果になるということだ」と語った。米政府はこれより先、ペルシャ湾のホルムズ海峡でイランの艦船が米海軍艦船3隻に至近距離まで接近し、威嚇行為を行ったとしていた。大統領は「米国の資産を守るため、すべての選択肢について検討する方針を、国家安全保障問題担当大統領補佐官がはっきりと示した」と付け加えた。,10
道路暫定税率法案、1月中の衆院通過は物理的に困難＝官房長官,2008/01/10,町村信孝官房長官は10日午前の定例会見で、ガソリンにかかる揮発油税の暫定税率を継続するための租税特別措置法改正案の1月中の衆院通過は、物理的に困難との考えを示した。同法案は民主党との意見の食い違いが大きい予算関連法案のひとつ。法案が成立しなければ適用期限切れで税率が一時的に下がることになり、18日召集の通常国会での最大の争点になっている。与党内では1月中の衆院通過を模索する動きもあったが、伊吹文明自民党幹事長に続き、町村官房長官も断念する考えを明らかにした。町村官房長官は「できるだけ早く法案を出し、衆院で可決して参院に送付したい思いは全く同じ」としながらも、「現実問題として、福田首相の施政方針演説、衆参両院での代表質問、補正予算案審議、予算委員会での（来年度予算案についての）総括質疑があり、これだけで1月が終わってしまう。場合によっては2月に入るかもしれない。その時に、1月中に特定の法案を抜き出して採決にもっていく、しかも予算関連の歳入に係る法案について1月中にという気持ちはわかるが、物理的に極めて困難」と述べた。そのうえで衆院通過時期については「出来るだけ早くとしか言えない」と語った。また、国会の了承が得られれば、福田首相が1月下旬にスイスで開催されるダボス会議に出席することになるとの見通しを示した。会議では、環境問題中心に発言することになるとしたが、具体的な内容はまだ検討中と語った。10日付日経新聞によると、福田首相はダボス会議などで地球温暖化対策として、途上国を対象に5年間で総額100億ドル（約1兆1000億円）の資金援助を実施することなどを表明すると報じている。,10
中東和平合意、09年1月までの締結を確信＝ブッシュ米大統領,2008/01/10,中東歴訪中のブッシュ米大統領は、自身が大統領を退任する2009年1月までに、イスラエルとパレスチナが和平合意を締結すると信じていると述べた。パレスチナ自治政府のアッバス議長と、ヨルダン川西岸のラマラで共同記者会見した。米大統領は「私が退任する時までの和平合意締結は、実現が可能というだけではない。実現すると信じている」と強調した。,10
IMFは米景気後退を予想していない＝報道官,2008/01/11,国際通貨基金（IMF）は10日、米経済のリセッション（景気後退）入りは予想していないとの認識を示した。マス―ドアハメド報道官は定例記者会見で「リセッションのリスクは高まったが、現時点では米国のリセッション入りはわれわれの中心的なシナリオではない」と語った。10月のIMFの世界経済成長見通し発表以降、米サブプライムローン（信用度の低い借り手向け住宅ローン）絡みの混乱の影響が拡大したため、米経済の成長見通しは明らかに一段と弱まったと指摘した。欧州や日本の経済成長については、「米景気の一段の減速から影響を受けるのは確実だ」との見方を示した。,10
米経済の景気後退入りを予想せず＝バーナンキFRB議長,2008/01/11,バーナンキ米連邦準備理事会（FRB）議長は10日、米経済がリセッション（景気後退）入りするとは予想していないと述べた。同議長は講演で「現時点でFRBはリセッション入りするとはみていない。成長の鈍化を予想している」と語った。,10
政府日銀一体で日本経済を下支えすること期待＝財務相,2008/01/11,額賀福志郎財務相は11日の閣議後の会見で、バーナンキ米連邦準備理事会（FRB）議長が10日、追加利下げの必要性に言及したことに関連して、米経済の安定推移が期待されると述べた上で、日銀の金融政策運営について政府と一体となって日本経済を下支えすることを期待したいと語った。また、3月19日に任期を迎える福井俊彦日銀総裁の後任人事に関し、日銀の組織マネジメント、金融政策などについてしっかりした見識を持った人が望ましいとの認識を示した。バーナンキ米FRB議長は10日の講演で、景気を支援するため積極的に行動する用意があると述べ、追加利下げの必要性に言及した。サブプライムローン（信用度の低い借手向け住宅融資）問題を背景に米経済の先行き不透明感が強まっているが、額賀財務相は「これまでもFRBの利下げや米政府の対策などさまざまな手が打たれている。今後もそうした対応策がなされることで米経済が安定的に推移していくことが期待される」と述べた。これに関連し、日銀の金融政策運営に対しては「政府は補正予算や来年度予算でさまざまな政策を打ち出しており、政府日銀が一体となって日本経済を下支えしていく、安定的な基調を作り出せることを期待したい」との認識を示した。また、次期日銀総裁の人事に関しては「内閣が決定することであり、直接コメントする立場にない」としながら「日銀の組織マネジメント、金融政策などについてしっかりした見識を持った人が適切に人選されることが望ましい」との見解を語った。額賀財務相は18日召集の通常国会における08年度予算案の審議について、関連法案を25日前後に国会に提出したいとの意向を示した上で「予算案の年度内成立で、国民生活に混乱起こすことなく、経済活動が順調に展開できるよう、全力投球をしなければならない」と強調した。（ロイター日本語ニュース伊藤 純夫記者）,10
米政府、1000億ドル規模の景気刺激策必要＝ルービン元米財務長官,2008/01/11,ルービン元米財務長官は10日、米経済のリセッション（景気後退）入りを回避するには、米政府は1000億ドル規模の景気刺激策が必要との考えを示した。自身が主宰する調査グループ「ハミルトンプロジェクト」主催のフォーラムで述べた。ルービン氏は、リセッションに入る「確率は不明だが、リスクは高く、予防的な措置をとるべき」と主張。景気刺激策は、支援を最も必要とし、かつ消費する可能性の高い世帯を対象とすべきだと述べた。ルービン氏は現在、米シティグループ(C.N)の経営執行委員会会長を務める。調査グループ「ハミルトンプロジェクト」は、米ブルッキングス研究所の傘下組織で、ルービン氏が2006年に結成した。,10
米経済の景気後退入りを予想せず＝バーナンキFRB議長,2008/01/11,バーナンキ米連邦準備理事会（FRB）議長は10日、米経済がリセッション（景気後退）入りするとは予想していないと述べた。同議長は講演で「現時点でFRBはリセッション入りするとはみていない。成長の鈍化を予想している」と語った。,10
